	only1nabil	TorontoStar	AcadieSon	ElDiabloZoe	RyersonU	TetraRyerson	sageryerson	sweetiepiecat	mathryerson	TheCatTweeting	CatsRuleNews	AndreasKalo	
boob	0.001057088661753302	0.0	0.0015896016898368892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
booed	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.390925744080062E-4	0.0	0.0	0.0	0.0012606960092879105	
book	0.0	0.0016367692953083008	0.0014345503898745636	0.0	3.7720450859524666E-4	0.0	0.0	1.62169652884311E-4	0.0026585285661907964	4.6738995893918876E-4	0.0	3.7924216345099087E-4	
bookcase	0.0	0.0010779870954771976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
books	0.0016357508651802786	0.0	0.0	0.0	3.233889165908383E-4	0.0	0.0	0.0	0.0	0.0	0.0	9.754075805248238E-4	
boom	0.0016357508651802786	0.003006968957863152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019508151610496476	
boomers	0.0014660263780483717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
boomxitsxsarah	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.476420501770396E-4	0.0	0.0	0.0	0.0	
boos	0.0014660263780483717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
boosting	8.178754325901393E-4	0.001202787583145261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.754075805248238E-4	
boot	0.0	0.0018041813747178912	0.0012298837521963434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.754075805248238E-4	
booth	0.0	0.0	0.0	0.04341228301514517	0.0022464823046574904	0.0	0.0	0.0021072413057191203	0.004318133130546285	0.0022774839724274006	0.0	0.0	
bootleggers	0.0	0.0010779870954771976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
boots	0.001057088661753302	0.0	0.0015896016898368892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
bootsylemieux	0.001057088661753302	0.0	0.0015896016898368892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
booty	0.0	0.0	0.0015896016898368892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012606960092879105	
bop	0.0014660263780483717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
border	8.178754325901393E-4	0.0	0.00368965125658903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029262227415744716	
bore	8.178754325901393E-4	0.002405575166290522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.754075805248238E-4	
bored	0.0	0.0	0.0031792033796737783	0.0	0.0	0.0	0.0	0.002156370297632025	0.0	0.0	0.0	0.0	
boring	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.476420501770396E-4	0.0	0.0	0.0	0.0	
born	0.0016357508651802786	0.002405575166290522	0.001844825628294515	0.0	0.0	0.0	0.0	0.001042747378845166	0.0	3.0053073797356515E-4	0.0	0.0019508151610496476	
borrows	0.0	0.0010779870954771976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
bosleys	0.0	0.0010779870954771976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
bosma	8.178754325901393E-4	0.002405575166290522	0.0012298837521963434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
boss	8.178754325901393E-4	0.0	0.0	0.0	0.0	0.0	0.0	4.170989515380664E-4	0.0	0.0	0.0062418872490233295	0.0	
bosses	0.0	0.002405575166290522	0.0	0.0	9.701667497725149E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0019508151610496476	
boston	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.476420501770396E-4	0.0	0.0	0.0	0.0	
bostonglobe	0.0	7.772901996908822E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012606960092879105	
bostonmarathon	0.0	0.0015545803993817645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002521392018575821	
botched	0.0	7.772901996908822E-4	0.0015896016898368892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
bother	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010781851488160124	0.0	7.768606879757215E-4	0.0	0.0	
bothering	0.001057088661753302	0.005441031397836176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
bottle	0.004228354647013208	7.772901996908822E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
bottled	0.002114177323506604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037820880278637316	
bottlesi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017483997995503227	
bottom	5.165024055237719E-4	3.797905251055348E-4	7.766927470999726E-4	0.0	0.0	0.0	0.0	2.6340516321489004E-4	0.0	0.0	0.0	0.0018479600008709238	
bottomless	0.0	0.0	0.002204543565935061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
bought	0.0016357508651802786	0.0018041813747178912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029262227415744716	
bounce	0.0	0.0010779870954771976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
bounced	0.0	0.0	0.002204543565935061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
bound	0.0	0.0023318705990726467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012606960092879105	
bout	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.390925744080062E-4	0.0	7.768606879757215E-4	0.0	0.0	
bow	0.0	0.0010779870954771976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
bowl	0.0	0.0	0.0015896016898368892	0.0	0.0	0.0	0.0	0.0	0.0	0.001553721375951443	0.0	0.0	
box	0.0	0.0	0.0	0.0	0.0011593371391269971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
boxes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010781851488160124	0.0	0.0023305820639271647	0.0	0.0	
boxing	0.0025926037818329293	0.0014297799117137014	0.0029239794412161528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023189766570764964	
boy	0.0	3.797905251055348E-4	7.766927470999726E-4	0.0	0.0	0.0	0.0	2.6340516321489004E-4	0.0	7.591613241424668E-4	0.0	6.159866669569746E-4	
boycott	0.0	7.772901996908822E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012606960092879105	
boycotts	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017483997995503227	
boys	0.0	6.013937915726304E-4	0.0	0.0	0.0	0.0	0.0	8.341979030761328E-4	0.0	6.010614759471303E-4	0.0	0.0	
bozak	0.0	0.0021559741909543953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
bp	0.0	0.0021559741909543953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
bpiuwn	0.0014660263780483717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
bps	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014952841003540791	0.0	0.0	0.0	0.0	
bqdxnt	0.0	0.0	0.002204543565935061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
bquuc	0.0	0.0010779870954771976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
brad	0.0	0.0	0.0	0.0	8.359482225361586E-4	0.0	0.0	5.390925744080062E-4	0.0	0.0	0.0	0.0	
braden	0.0	0.0010779870954771976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
bradenkemp	0.0	0.0	0.002204543565935061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
bradish	0.0	0.0	0.0	0.0	0.0011593371391269971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
bradplumer	0.0	0.0010779870954771976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
bradttc	0.001057088661753302	7.772901996908822E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
braid	0.0	0.0010779870954771976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
braids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0034967995991006455	
brain	8.178754325901393E-4	0.0	0.0	0.0	0.0	0.0	0.0	8.341979030761328E-4	0.0	0.0	0.0	9.754075805248238E-4	
brainer	0.0	0.0	0.002204543565935061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
brainpicker	0.0	0.0	0.002204543565935061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
brainprize	0.0	0.0021559741909543953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
brainstorm	0.0	0.0	0.0	0.0	0.0011593371391269971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
brainwashing	0.0	7.772901996908822E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012606960092879105	
brakes	0.0016357508651802786	6.013937915726304E-4	0.0012298837521963434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
brand	0.0012719722695696467	4.6764837008808597E-4	9.563669265830424E-4	0.0	5.029393447936623E-4	0.0	0.0	3.24339305768622E-4	0.0	2.3369497946959438E-4	0.0	0.0018962108172549544	
branded	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017483997995503227	
branding	0.003240754727291162	0.004289339735141104	9.746598137387176E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038649610951274936	
brandise	0.0	0.0	0.002204543565935061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
brandonjennings	6.481509454582323E-4	9.531866078091342E-4	9.746598137387176E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023189766570764964	
brands	0.0	6.013937915726304E-4	0.0012298837521963434	0.0	4.8508337488625743E-4	0.0	0.0	2.085494757690332E-4	0.0017094281480383206	0.0	0.0	4.877037902624119E-4	
brandscientist	0.0	7.772901996908822E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012606960092879105	
brass	0.001057088661753302	7.772901996908822E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
brat	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.390925744080062E-4	0.0	7.768606879757215E-4	0.0	0.0	
bratty	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.390925744080062E-4	0.0	7.768606879757215E-4	0.0	0.0	
brava	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010781851488160124	0.0	0.001553721375951443	0.0	0.0	
brave	8.178754325901393E-4	6.013937915726304E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012021229518942606	0.0	0.0	
braveheart	0.0	0.0	0.0	0.0	5.796685695634986E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
braves	0.0014660263780483717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
brawl	0.0	0.0015545803993817645	0.0015896016898368892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
brayouve	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010781851488160124	0.0	0.0023305820639271647	0.0	0.0	
brazil	0.002114177323506604	0.0015545803993817645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
brazilian	6.481509454582323E-4	0.0019063732156182683	0.0019493196274774352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015459844380509974	
brazillovely	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010773914259492867	0.0	0.0	
breach	0.0	0.0	0.002204543565935061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
breached	0.001057088661753302	0.0	0.0031792033796737783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
bread	0.001057088661753302	0.0	0.0031792033796737783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
breadand	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010773914259492867	0.0	0.0	
break	3.1799306739241167E-4	0.0014029451102642579	4.781834632915212E-4	0.0	3.7720450859524666E-4	0.0	0.0	6.48678611537244E-4	0.0	4.6738995893918876E-4	0.0	0.0011377264903529728	
breakfast	8.178754325901393E-4	0.0018041813747178912	0.001844825628294515	0.0	0.0	0.0	0.0	2.085494757690332E-4	0.0	3.0053073797356515E-4	0.0	9.754075805248238E-4	
breakheres	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016172777232240187	0.0	0.001553721375951443	0.0	0.0	
breakin	0.0	0.0010779870954771976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
breaking	0.0	6.013937915726304E-4	0.0012298837521963434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019508151610496476	
breakingbad	0.005185207563665859	9.531866078091342E-4	0.0048732990686935875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.729922190254987E-4	
breakingnews	0.0031712659852599057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012606960092879105	
breakout	0.001057088661753302	7.772901996908822E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
breaks	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017483997995503227	
breakup	0.0	0.0010779870954771976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
breakups	0.001057088661753302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012606960092879105	
breast	0.0	0.0021559741909543953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
breastfeeding	0.0014660263780483717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
breath	8.178754325901393E-4	0.001503484478931576	0.0012298837521963434	0.0	0.0	0.0	0.0	2.085494757690332E-4	0.0	3.0053073797356515E-4	0.0	0.0024385189513120597	
breathe	0.0014660263780483717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
breathtaking	0.0	0.0015545803993817645	0.0	0.0	4.179741112680793E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
breed	0.0	6.013937915726304E-4	0.0012298837521963434	0.0	0.0	0.0	0.0	0.0	0.0	6.010614759471303E-4	0.0	0.0	
breeze	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.476420501770396E-4	0.0	0.0	0.0	0.0	
bregman	0.0	0.0010779870954771976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
breitbart	0.0	0.0	0.002204543565935061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
bremerhaven	0.0	0.0	0.002204543565935061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
brenda	8.178754325901393E-4	6.013937915726304E-4	0.0012298837521963434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
brenthaven	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010773914259492867	0.0	0.0	
brentmorin	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017483997995503227	
bret	0.001057088661753302	0.0015545803993817645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
breton	0.0014660263780483717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
brevner	0.0	0.0	0.002204543565935061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
brewing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014952841003540791	0.0	0.0	0.0	0.0	
brian	0.0014660263780483717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
briankobus	0.0	0.0	0.0	0.0	0.002898342847817493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
brianmillados	0.0	0.0	0.0	0.0	0.0011593371391269971	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
bribe	0.0	0.0015545803993817645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012606960092879105	
bridge	0.001057088661753302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012606960092879105	
bridges	0.0	0.0	0.0	0.0	4.179741112680793E-4	0.0	0.0	0.0	0.004418807660356272	0.0	0.0	0.0	
bridle	0.001057088661753302	0.0	0.0031792033796737783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
brie	0.0	0.0010779870954771976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
brien	0.0014660263780483717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
brier	0.0	0.0010779870954771976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
brigade	0.0	7.772901996908822E-4	0.0015896016898368892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
bright	0.0	0.0	0.004768805069510667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006303480046439553	
brilliant	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010773914259492867	0.0	0.0	
bring	0.0020660096220950874	7.595810502110696E-4	0.0	0.0	0.0	0.0	0.0	2.6340516321489004E-4	0.0	3.795806620712334E-4	0.0	6.159866669569746E-4	
bringing	0.0016357508651802786	0.0	0.0012298837521963434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.754075805248238E-4	
bringmelyft	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.390925744080062E-4	0.0	0.001553721375951443	0.0	0.0	
brings	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010773914259492867	0.0	0.0	
brinorris	0.0	0.0	0.0	0.0	0.0017390057086904957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
brisk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017483997995503227	
briskinthehouse	0.0	7.772901996908822E-4	0.0015896016898368892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
britain	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017483997995503227	
britains	0.0014660263780483717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
britannia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017483997995503227	
british	6.481509454582323E-4	9.531866078091342E-4	0.0	0.0	2.5627965297266025E-4	0.0	0.0	0.0	0.0027093795123179516	0.0	0.0	0.0	
britishopen	6.481509454582323E-4	4.765933039045671E-4	9.746598137387176E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015459844380509974	
brits	0.0	7.772901996908822E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012606960092879105	
brittany	0.0014660263780483717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
bro	0.0	0.0	0.0015896016898368892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012606960092879105	
broad	0.0031712659852599057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012606960092879105	
broadcast	8.178754325901393E-4	0.0	0.0	0.0	0.0012935556663633532	0.0	0.0	0.0	0.0	0.0	0.0	9.754075805248238E-4	
broadcaster	0.004228354647013208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037820880278637316	
broadcasters	0.0029320527560967435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
broadcasting	0.0	0.0010779870954771976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
broadview	0.0014660263780483717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
brock	0.0	0.0	0.0	0.0	8.359482225361586E-4	0.0	0.0	0.0	0.004418807660356272	0.0	0.0	0.0	
broke	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010773914259492867	0.0	0.0	
broken	0.003240754727291162	0.0019063732156182683	9.746598137387176E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003091968876101995	
broklyn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017483997995503227	
bronson	0.0	0.0015545803993817645	0.0031792033796737783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
brooklynnets	0.0	0.0015545803993817645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012606960092879105	
bros	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010773914259492867	0.0	0.0	
brothel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010773914259492867	0.0	0.0	
brother	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021547828518985734	0.0	0.0	
brotherhood	0.0	0.0	0.002204543565935061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
brothers	6.481509454582323E-4	9.531866078091342E-4	0.0	0.0	0.0	0.0	0.0	6.610861972779461E-4	0.0	0.0019053198000086257	0.0	0.0	
brought	0.0	0.0	0.0	0.0	5.796685695634986E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
brow	0.0014660263780483717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
brown	0.0	0.0	0.0	0.0	0.007535691404325482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
browning	8.178754325901393E-4	0.001202787583145261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.754075805248238E-4	
browse	0.0029320527560967435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
browsers	0.0	0.0	0.0	0.0	5.796685695634986E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
browsing	0.001057088661753302	7.772901996908822E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
brucearthur	8.178754325901393E-4	0.003006968957863152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.754075805248238E-4	
bruh	8.178754325901393E-4	6.013937915726304E-4	0.0012298837521963434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
bruised	0.001057088661753302	0.0	0.0015896016898368892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
brunswick	0.0	0.0010779870954771976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
brush	0.0	0.0	9.746598137387176E-4	0.0	5.125593059453205E-4	0.0	0.0	0.0	0.0027093795123179516	0.0	0.0	7.729922190254987E-4	
brushing	0.0	0.0	0.0015896016898368892	0.0	8.359482225361586E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
brussels	0.0	0.0	0.002204543565935061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
brutal	0.0	7.772901996908822E-4	0.0015896016898368892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
brutalizing	0.0	0.0010779870954771976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
brutally	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017483997995503227	
bryanagraham	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017483997995503227	
bryant	6.481509454582323E-4	0.0019063732156182683	0.0019493196274774352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.729922190254987E-4	
bryants	0.0016357508651802786	6.013937915726304E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.754075805248238E-4	
bs	0.001057088661753302	0.0	0.0015896016898368892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
btrof	0.0014660263780483717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
bubbaprog	0.001057088661753302	7.772901996908822E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
buck	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010773914259492867	0.0	0.0	
bucket	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.476420501770396E-4	0.0	0.0	0.0	0.0	
buckle	0.0	0.0	0.002204543565935061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
bucks	8.178754325901393E-4	6.013937915726304E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.754075805248238E-4	
bucksteada	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.390925744080062E-4	0.0	7.768606879757215E-4	0.0	0.0	
bucky	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010781851488160124	0.0	7.768606879757215E-4	0.0	0.0	
buckybadger	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029905682007081583	0.0	0.0	0.0	0.0	
bud	0.0	0.0010779870954771976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
buddhism	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017483997995503227	
buddy	0.001057088661753302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001553721375951443	0.0	0.0	
budgeting	0.0	0.0	0.0	0.0	0.0023186742782539942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
buds	0.0	0.0010779870954771976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
budweiser	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010773914259492867	0.0	0.0	
buff	0.0	6.013937915726304E-4	0.0012298837521963434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.754075805248238E-4	
buffalo	0.0	0.0	0.0015896016898368892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002521392018575821	
buffalos	0.0	0.0010779870954771976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
buffalosabres	0.0014660263780483717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
buffer	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010773914259492867	0.0	0.0	
buffet	0.0	0.001202787583145261	0.0	0.0	0.0	0.0	0.0	0.0016683958061522656	0.0	6.010614759471303E-4	0.0	0.0	
buffett	0.0	0.0	0.002204543565935061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
