only1nabil	TorontoStar	AcadieSon	ElDiabloZoe	RyersonU	TetraRyerson	sageryerson	sweetiepiecat	mathryerson	TheCatTweeting	CatsRuleNews	AndreasKalo
0	7.77E-04	0	0	0	0	0	0	0	0	0	0.001260696
0.001057089	7.77E-04	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	5.39E-04	0	7.77E-04	0	0
0	0	0	0	0	0	0	5.39E-04	0	7.77E-04	0	0
0	0	0	0	0	0	0	0.001078185	0	0.001553721	0	0
8.18E-04	6.01E-04	0	0	0	0	0	0	0	0.001202123	0	0
0	0	0	0	5.80E-04	0	0	0	0	0	0	0
0.001466026	0	0	0	0	0	0	0	0	0	0	0
0	0.00155458	0.001589602	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.001078185	0	0.002330582	0	0
0.002114177	0.00155458	0	0	0	0	0	0	0	0	0	0
6.48E-04	0.001906373	0.00194932	0	0	0	0	0	0	0	0	0.001545984
0	0	0	0	0	0	0	0	0	0.001077391	0	0
0	0	0.002204544	0	0	0	0	0	0	0	0	0
0.001057089	0	0.003179203	0	0	0	0	0	0	0	0	0
0.001057089	0	0.003179203	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0.001077391	0	0
3.18E-04	0.001402945	4.78E-04	0	3.77E-04	0	0	6.49E-04	0	4.67E-04	0	0.001137726
8.18E-04	0.001804181	0.001844826	0	0	0	0	2.09E-04	0	3.01E-04	0	9.75E-04
0	0	0	0	0	0	0	0.001617278	0	0.001553721	0	0
0	0.001077987	0	0	0	0	0	0	0	0	0	0
0	6.01E-04	0.001229884	0	0	0	0	0	0	0	0	0.001950815
0.005185208	9.53E-04	0.004873299	0	0	0	0	0	0	0	0	7.73E-04
0.003171266	0	0	0	0	0	0	0	0	0	0	0.001260696
0.001057089	7.77E-04	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0.0017484
0	0.001077987	0	0	0	0	0	0	0	0	0	0
0.001057089	0	0	0	0	0	0	0	0	0	0	0.001260696
0	0.002155974	0	0	0	0	0	0	0	0	0	0
0.001466026	0	0	0	0	0	0	0	0	0	0	0
8.18E-04	0.001503484	0.001229884	0	0	0	0	2.09E-04	0	3.01E-04	0	0.002438519
0.001466026	0	0	0	0	0	0	0	0	0	0	0
0	0.00155458	0	0	4.18E-04	0	0	0	0	0	0	0
0	6.01E-04	0.001229884	0	0	0	0	0	0	6.01E-04	0	0
0	0	0	0	0	0	0	7.48E-04	0	0	0	0
0	0.001077987	0	0	0	0	0	0	0	0	0	0
0	0	0.002204544	0	0	0	0	0	0	0	0	0
0	0	0.002204544	0	0	0	0	0	0	0	0	0
8.18E-04	6.01E-04	0.001229884	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0.001077391	0	0
0	0	0	0	0	0	0	0	0	0	0	0.0017484
0.001057089	0.00155458	0	0	0	0	0	0	0	0	0	0
0.001466026	0	0	0	0	0	0	0	0	0	0	0
0	0	0.002204544	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.001495284	0	0	0	0
0.001466026	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.002898343	0	0	0	0	0	0	0
0	0	0	0	0.001159337	0	0	0	0	0	0	0
0	0.00155458	0	0	0	0	0	0	0	0	0	0.001260696
0.001057089	0	0	0	0	0	0	0	0	0	0	0.001260696
0	0	0	0	4.18E-04	0	0	0	0.004418808	0	0	0
0.001057089	0	0.003179203	0	0	0	0	0	0	0	0	0
0	0.001077987	0	0	0	0	0	0	0	0	0	0
0.001466026	0	0	0	0	0	0	0	0	0	0	0
0	0.001077987	0	0	0	0	0	0	0	0	0	0
0	7.77E-04	0.001589602	0	0	0	0	0	0	0	0	0
0	0	0.004768805	0	0	0	0	0	0	0	0	0.00630348
0	0	0	0	0	0	0	0	0	0.001077391	0	0
0.00206601	7.60E-04	0	0	0	0	0	2.63E-04	0	3.80E-04	0	6.16E-04
0.001635751	0	0.001229884	0	0	0	0	0	0	0	0	9.75E-04
0	0	0	0	0	0	0	5.39E-04	0	0.001553721	0	0
0	0	0	0	0	0	0	0	0	0.001077391	0	0
0	0	0	0	0.001739006	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0.0017484
0	7.77E-04	0.001589602	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0.0017484
0.001466026	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0.0017484
6.48E-04	9.53E-04	0	0	2.56E-04	0	0	0	0.00270938	0	0	0
6.48E-04	4.77E-04	9.75E-04	0	0	0	0	0	0	0	0	0.001545984
0	7.77E-04	0	0	0	0	0	0	0	0	0	0.001260696
0.001466026	0	0	0	0	0	0	0	0	0	0	0
0	0	0.001589602	0	0	0	0	0	0	0	0	0.001260696
0.003171266	0	0	0	0	0	0	0	0	0	0	0.001260696
8.18E-04	0	0	0	0.001293556	0	0	0	0	0	0	9.75E-04
0.004228355	0	0	0	0	0	0	0	0	0	0	0.003782088
0.002932053	0	0	0	0	0	0	0	0	0	0	0
0	0.001077987	0	0	0	0	0	0	0	0	0	0
0.001466026	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	8.36E-04	0	0	0	0.004418808	0	0	0
0	0	0	0	0	0	0	0	0	0.001077391	0	0
0.003240755	0.001906373	9.75E-04	0	0	0	0	0	0	0	0	0.003091969
0	0	0	0	0	0	0	0	0	0	0	0.0017484
0	0.00155458	0.003179203	0	0	0	0	0	0	0	0	0
0	0.00155458	0	0	0	0	0	0	0	0	0	0.001260696
0	0	0	0	0	0	0	0	0	0.001077391	0	0
0	0	0	0	0	0	0	0	0	0.001077391	0	0
0	0	0	0	0	0	0	0	0	0.002154783	0	0
0	0	0.002204544	0	0	0	0	0	0	0	0	0
6.48E-04	9.53E-04	0	0	0	0	0	6.61E-04	0	0.00190532	0	0
0	0	0	0	5.80E-04	0	0	0	0	0	0	0
0.001466026	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.007535691	0	0	0	0	0	0	0
8.18E-04	0.001202788	0	0	0	0	0	0	0	0	0	9.75E-04
0.002932053	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	5.80E-04	0	0	0	0	0	0	0
0.001057089	7.77E-04	0	0	0	0	0	0	0	0	0	0
8.18E-04	0.003006969	0	0	0	0	0	0	0	0	0	9.75E-04
8.18E-04	6.01E-04	0.001229884	0	0	0	0	0	0	0	0	0
0.001057089	0	0.001589602	0	0	0	0	0	0	0	0	0
0	0.001077987	0	0	0	0	0	0	0	0	0	0
0	0	9.75E-04	0	5.13E-04	0	0	0	0.00270938	0	0	7.73E-04
0	0	0.001589602	0	8.36E-04	0	0	0	0	0	0	0
0	0	0.002204544	0	0	0	0	0	0	0	0	0
0	7.77E-04	0.001589602	0	0	0	0	0	0	0	0	0
0	0.001077987	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0.0017484
0	0	0	0	0	0	0	0	0	0	0	0.0017484
6.48E-04	0.001906373	0.00194932	0	0	0	0	0	0	0	0	7.73E-04
0.001635751	6.01E-04	0	0	0	0	0	0	0	0	0	9.75E-04
0.001057089	0	0.001589602	0	0	0	0	0	0	0	0	0
0.001466026	0	0	0	0	0	0	0	0	0	0	0
0.001057089	7.77E-04	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0.001077391	0	0
0	0	0	0	0	0	0	7.48E-04	0	0	0	0
0	0	0.002204544	0	0	0	0	0	0	0	0	0
8.18E-04	6.01E-04	0	0	0	0	0	0	0	0	0	9.75E-04
0	0	0	0	0	0	0	5.39E-04	0	7.77E-04	0	0
0	0	0	0	0	0	0	0.001078185	0	7.77E-04	0	0
0	0	0	0	0	0	0	0.002990568	0	0	0	0
0	0.001077987	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0.0017484
0.001057089	0	0	0	0	0	0	0	0	0.001553721	0	0
0	0	0	0	0.002318674	0	0	0	0	0	0	0
0	0.001077987	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0.001077391	0	0
0	6.01E-04	0.001229884	0	0	0	0	0	0	0	0	9.75E-04
0	0	0.001589602	0	0	0	0	0	0	0	0	0.002521392
0	0.001077987	0	0	0	0	0	0	0	0	0	0
0.001466026	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0.001077391	0	0
0	0.001202788	0	0	0	0	0	0.001668396	0	6.01E-04	0	0
0	0	0.002204544	0	0	0	0	0	0	0	0	0
0	6.01E-04	0	0	0	0	0	4.17E-04	0	6.01E-04	0	0
0	0.002155974	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	7.48E-04	0	0	0	0
0.001296302	0.00142978	0.003898639	0	0	0	0	0	0	0	0	0.003091969
0	0.001077987	0	0	0	0	0	0	0	0	0	0
0.001435279	7.04E-04	7.19E-04	0	3.78E-04	0	0	2.44E-04	0.001999903	1.76E-04	0	5.71E-04
0.001057089	7.77E-04	0	0	0	0	0	0	0	0	0	0
0	6.01E-04	0	0	6.47E-04	0	0	4.17E-04	0	0	0	0
0	0	0	0	0	0	0	0	0.006128236	0	0	0
8.18E-04	0.001202788	0	0	3.23E-04	0	0	0	0	0	0	0
8.18E-04	0.001202788	0	0	0	0	0	0	0	0	0	9.75E-04
0.001057089	0.004663741	0	0	0	0	0	0	0	0	0	0
0	0.001077987	0	0	0	0	0	0	0	0	0	0
0.001635751	6.01E-04	0	0	0	0	0	0	0	0	0	0.001950815
0	0	0	0	0.003478011	0	0	0	0	0	0	0
0	0.002155974	0	0	0	0	0	0	0	0	0	0
0.001057089	0	0.001589602	0	0	0	0	0	0	0	0	0
0.001466026	0	0	0	0	0	0	0	0	0	0	0
8.18E-04	6.01E-04	0.002459768	0	0	0	0	0	0	0	0	0
8.18E-04	0.001202788	0	0	0	0	0	0	0	0	0	9.75E-04
0	0	0.002204544	0	0	0	0	0	0	0	0	0
0.001635751	6.01E-04	0	0	0	0	0	0	0	0	0	0.001950815
0	0.001077987	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	7.48E-04	0	0	0	0
0	0	0.002204544	0	0	0	0	0	0	0	0	0
0	0	0	0	5.80E-04	0	0	0	0	0	0	0
0	0	0.001589602	0	0	0	0	0	0	0	0	0.001260696
0.001466026	0	0	0	0	0	0	0	0	0	0	0
0.001466026	0	0	0	0	0	0	0	0	0	0	0
0.001057089	0	0.001589602	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	7.48E-04	0	0	0	0
0	0	0	0	0	0	0	5.39E-04	0	7.77E-04	0	0
0	0	0	0	0	0	0	0	0	0	0	0.0017484
0	0.001077987	0	0	0	0	0	0	0	0	0	0
0.001057089	0	0.001589602	0	0	0	0	0	0	0	0	0
8.18E-04	6.01E-04	0.002459768	0	0	0	0	0	0	0	0	0
0.001466026	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.001159337	0	0	0	0	0	0	0
0	0	0	0	0	0	0	5.39E-04	0	7.77E-04	0	0
0	7.77E-04	0	0	0	0	0	0	0	0	0	0.001260696
0.001635751	0	0	0	0	0	0	8.34E-04	0	6.01E-04	0	0
0	0.001077987	0	0	0	0	0	0	0	0	0	0
0	0	0.002204544	0	0	0	0	0	0	0	0	0
0.001057089	7.77E-04	0	0	0	0	0	0	0	0	0	0
0.001466026	0	0	0	0	0	0	0	0	0	0	0
0.001466026	0	0	0	0	0	0	0	0	0	0	0
0.001057089	0	0	0	0	0	0	0	0	7.77E-04	0	0
0	0	0	0	0	0	0	0	0	0	0	0.0017484
0.001466026	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0.0017484
0	0	0	0	0	0	0	0	0	0	0	0.0017484
6.48E-04	0.00142978	9.75E-04	0	0	0	0	0	0	0	0	7.73E-04
0	0	0	0	5.80E-04	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0.006128236	0	0	0
0.004907253	0.005412544	0	0	0	0	0	0	0	0	0	0.005852445
0	0	0.003179203	0	0	0	0	0	0	0	0	0.001260696
0.001296302	0	0	0	0	0	0	3.31E-04	0	4.76E-04	0	7.73E-04
0	0	0	0	0.001159337	0	0	0	0	0	0	0
0.002862564	9.02E-04	0	0	0.001778639	0	0	0	0.001709428	3.01E-04	0	9.75E-04
0.001226813	9.02E-04	0.001229884	0	1.62E-04	0	0	0	0.001709428	0	0	9.75E-04
0	0	0	0	5.80E-04	0	0	0	0	0	0	0
0	0	0	0	5.80E-04	0	0	0	0	0	0	0
0	0	0	0	5.80E-04	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0.0017484
0	0	0	0	5.80E-04	0	0	0	0	0	0	0
0	0.001077987	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	5.39E-04	0	7.77E-04	0	0
8.18E-04	0.001202788	6.15E-04	0	0	0	0	2.09E-04	0	3.01E-04	0	4.88E-04
0.002114177	0	0	0	0	0	0	0	0	0	0	0.001260696
0	0.001077987	0	0	0	0	0	0	0	0	0	0
0	7.77E-04	0.001589602	0	0	0	0	0	0	0	0	0
0	0	0.002204544	0	0	0	0	0	0	0	0	0
0.001296302	4.77E-04	0.00194932	0	0	0	0	0	0	0	0	7.73E-04
0	0	0	0	0	0	0	0	0	0	0	0.0017484
8.18E-04	6.01E-04	0	0	0	0	0	0	0	0	0	9.75E-04
0	0.001077987	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0.0017484
0	0	0	0	0	0	0	0	0	7.77E-04	0	0.001260696
0	0	0.002204544	0	0	0	0	0	0	0	0	0
0	7.77E-04	0.001589602	0	0	0	0	0	0	0	0	0
0.004089377	0.001202788	0.002459768	0	0	0	0	0	0	0	0	0
8.18E-04	6.01E-04	0	0	0	0	0	0	0	0	0	9.75E-04
0	0.002155974	0	0	0	0	0	0	0	0	0	0
0	0	0.001589602	0	0	0	0	0	0	0	0	0.002521392
0	7.77E-04	0.001589602	0	0	0	0	0	0	0	0	0
0	6.01E-04	0.001229884	0	9.70E-04	0	0	0	0	0	0	0
0.001466026	0	0	0	0	0	0	0	0	0	0	0
8.18E-04	6.01E-04	0	0	0	0	0	0	0	0	0	9.75E-04
0.001057089	7.77E-04	0	0	0	0	0	0	0	0	0	0
0.001635751	0	0.002459768	0	0	0	0	0	0	0	0	9.75E-04
0.004537057	0.001906373	0.003898639	0	0	0	0	0	0	0	0	0.002318977
0.001057089	7.77E-04	0	0	0	0	0	0	0	0	0	0
0	0.001077987	0	0	0	0	0	0	0	0	0	0
0	0	0.002204544	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0.0017484
0	7.77E-04	0	0	0	0	0	0	0	0	0	0.001260696
0	0	0	0	0	0	0	0	0	0.001077391	0	0
0	0	0	0	0	0	0	7.48E-04	0	0	0	0
6.48E-04	0	0.00194932	0	0	0	0	3.31E-04	0	4.76E-04	0	0
0.001057089	0	0.001589602	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	4.17E-04	0	6.01E-04	0.006241887	0
0	0	0	0	0.001253922	0	0	0	0.004418808	0	0	0
0.001057089	7.77E-04	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	7.48E-04	0	0	0	0
0.001057089	7.77E-04	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.001495284	0	0	0	0
0	0.001077987	0	0	0	0	0	0	0	0	0	0
0	0.001077987	0	0	0	0	0	0	0	0	0	0
0	0	0.003179203	0	0	0	0	0	0	0	0	0.001260696
0	0	0	0	0	0	0	7.48E-04	0	0	0	0
0	0	0	0	0	0	0	0.002242926	0	0	0	0
0.001057089	7.77E-04	0	0	0	0	0	0	0	0	0	0
0	0	0.002204544	0	0	0	0	0	0	0	0	0
0	0.001202788	0.001229884	0	0	0	0	0	0	0	0	9.75E-04
0	0	0	0	0	0	0	0	0	0	0	0.0017484
0	0.00155458	0	0	0	0	0	0	0	0	0	0.002521392
0.001466026	0	0	0	0	0	0	0	0	0	0	0
0.001466026	0	0	0	0	0	0	0	0	0	0	0
0	0.001077987	0	0	0	0	0	0	0	0	0	0
4.09E-04	6.01E-04	0.001229884	0	0	0	0	2.09E-04	0	3.01E-04	0	4.88E-04
0.001466026	0	0	0	0	0	0	0	0	0	0	0
0	7.77E-04	0	0	0	0	0	0	0	0	0	0.001260696
8.18E-04	9.02E-04	0.002459768	0	4.85E-04	0	0	0.001042747	0	0	0	0.001463111
0.001944453	4.77E-04	0.003898639	0	0	0	0	0	0	0	0	0.002318977
0.001033005	0.002278743	0	0	0	0	0	2.63E-04	0	0	0.003941859	0.00184796
0.004089377	0.001804181	0	0	0	0	0	0	0	0	0	0.006827853
0.001057089	0.00155458	0	0	0	0	0	0	0	0	0	0
0	0.002155974	0	0	0	0	0	0	0	0	0	0
0	0.001077987	0	0	0	0	0	0	0	0	0	0
0	0	0.002204544	0	0	0	0	0	0	0	0	0
0	0.001077987	0	0	0	0	0	0	0	0	0	0
0.001466026	0	0	0	0	0	0	0	0	0	0	0
0	7.77E-04	0.001589602	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0.001077391	0	0
0	0.00155458	0	0	0	0	0	0	0	0	0	0.001260696
0	0	0	0	0	0	0	7.48E-04	0	0	0	0
0.001057089	7.77E-04	0	0	0	0	0	0	0	0	0	0
0	0.001077987	0	0	0	0	0	0	0	0	0	0
8.18E-04	0.001202788	0	0	0	0	0	0	0	0	0	9.75E-04
0	0	0	0	5.80E-04	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0.001077391	0	0
0	0	0	0	0	0	0	7.48E-04	0	0	0	0
0	7.77E-04	0	0	0	0	0	5.39E-04	0	0	0	0
0.001466026	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	5.80E-04	0	0	0	0	0	0	0
0	0.001202788	0	0	0	0	0	4.17E-04	0	0.001202123	0	0
0	7.77E-04	0	0	0	0	0	0	0	0	0	0.001260696
0	0	0	0	0.010867327	0	0	0	0.030931654	0	0	0
0	0.00155458	0	0	0	0	0	0	0	0	0	0.002521392
0.005165024	0.002278743	0.003106771	0	0	0	0	0	0.002159067	0	0	0.003079933
0	0	0.002204544	0	0	0	0	0	0	0	0	0
0	0	0	0	0.001159337	0	0	0	0	0	0	0
0.001549507	7.60E-04	0.001553385	0	2.04E-04	0	0	0	0	0	0	0.00184796
0	0	0.002204544	0	0	0	0	0	0	0	0	0
0	0	0	0	5.80E-04	0	0	0	0	0	0	0
0.001466026	0	0	0	0	0	0	0	0	0	0	0
0.001466026	0	0	0	0	0	0	0	0	0	0	0
0.001296302	0.00142978	0.00194932	0	0.001281398	0	0	0	0	0	0	0
0	0.001077987	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.001739006	0	0	0	0	0	0	0
0.001549507	7.60E-04	7.77E-04	0	2.04E-04	0	0	0	0	0	0	0.001231973
0	0	0	0	0	0	0	0	0	0	0	0.0017484
0	0.001077987	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0.0017484
0	7.77E-04	0	0	0	0	0	0	0	0.001553721	0	0
0	0	0	0	0	0	0	0	0	0	0	0.0017484
0	0.001077987	0	0	0	0	0	0	0	0	0	0
0	0	0.004409087	0	0	0	0	0	0	0	0	0
0	0.00285956	0.006822619	0	0	0	0	0	0	9.53E-04	0	0.002318977
0.001466026	0	0	0	0	0	0	0	0	0	0	0
0	0.00155458	0	0	0	0	0	0	0	0	0	0.001260696
0.005185208	0.010961646	0.008771938	0	0	0	0	0	0	0	0	0.00695693
0	0	0.002204544	0	0	0	0	0	0	0	0	0
0	0	0	0	8.36E-04	0	0	0	0.004418808	0	0	0
0	0	0	0	4.18E-04	0	0	0	0.004418808	0	0	0
8.18E-04	6.01E-04	0	0	0	0	0	0	0	6.01E-04	0	0
0.001057089	0	0	0	0	0	0	0	0	0	0	0.001260696
0	0	0.001589602	0	8.36E-04	0	0	0	0	0	0	0
0	0	0	0	0.001739006	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0.0017484
0	0	0	0	5.80E-04	0	0	0	0	0	0	0
0.001466026	0	0	0	0	0	0	0	0	0	0	0
0	7.77E-04	0	0	0	0	0	0	0	0	0	0.001260696
0	0.001077987	0	0	0	0	0	0	0	0	0	0
0	0	0	0	4.18E-04	0	0	0	0.004418808	0	0	0
0	0.002155974	0	0	0	0	0	0	0	0	0	0
0.001057089	0	0	0	0	0	0	0.001078185	0	0	0	0
0	0	0	0	0	0	0	0.001495284	0	0	0	0
0	7.77E-04	0	0	0	0	0	0	0	0	0	0.001260696
0	0	0	0	0	0	0	0	0	0	0	0.0017484
0.001466026	0	0	0	0	0	0	0	0	0	0	0
0	0	0.002204544	0	0	0	0	0	0	0	0	0
0	0.002155974	0	0	0	0	0	0	0	0	0	0
0.002592604	0.00142978	9.75E-04	0	0	0	0	0	0	0	0	0.001545984
0.001057089	7.77E-04	0	0	0	0	0	0	0	0	0	0
0.001057089	7.77E-04	0	0	0	0	0	0	0	0	0	0
0.001057089	0	0.001589602	0	0	0	0	0	0	0	0	0
0	0.001077987	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0.0017484
0	7.77E-04	0.001589602	0	0	0	0	0	0	0	0	0
0.001057089	0	0	0	0	0	0	0	0	0	0	0.001260696
0	0	0	0	0	0	0	0	0	0.003232174	0	0
0	7.77E-04	0	0	0	0	0	0	0	0	0	0.001260696
0	0	0	0	0	0	0	7.48E-04	0	0	0	0
0.001466026	0	0	0	0	0	0	0	0	0	0	0
0	0.00142978	9.75E-04	0	2.56E-04	0	0	0	0	0	0	0.001545984
0.001296302	0.001906373	0.00194932	0	0	0	0	0	0	0	0	0.001545984
4.09E-04	0.002104878	0	0	1.62E-04	0	0	6.26E-04	0	3.01E-04	0	9.75E-04
0	0.002155974	0	0	0	0	0	0	0	0	0	0
0.001466026	0	0	0	0	0	0	0	0	0	0	0
8.18E-04	0.001202788	0	0	0	0	0	0	0	0	0	9.75E-04
0.001057089	7.77E-04	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0.0017484
0.001057089	7.77E-04	0	0	0	0	0	0	0	0	0	0
8.18E-04	6.01E-04	0.001229884	0	0	0	0	0	0	0	0	0
0.001057089	7.77E-04	0	0	0	0	0	0	0	0	0	0
0	4.77E-04	0	0	5.13E-04	0	0	6.61E-04	0	4.76E-04	0	0
0.002932053	0	0	0	0	0	0	0	0	0	0	0
0	0	0.002204544	0	0	0	0	0	0	0	0	0
0	0	0.001229884	0	0	0	0	8.34E-04	0	6.01E-04	0	0
0	0	0	0	0.001159337	0	0	0	0	0	0	0
0.001907958	9.35E-04	0.001912734	0	6.29E-04	0	0	4.87E-04	0	4.67E-04	0	3.79E-04
8.18E-04	6.01E-04	0.001229884	0	0	0	0	0	0	0	0	0
8.18E-04	0.002104878	6.15E-04	0	3.23E-04	0	0	4.17E-04	0	3.01E-04	0	0
0	0	0	0	0	0	0	0	0	0	0	0.0017484
0	0	0.002204544	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.011188466	0
0	0	0	0	0	0	0	0	0	0.001077391	0	0
0	0	0	0	0	0	0	5.39E-04	0	7.77E-04	0	0
0	0	0.002204544	0	0	0	0	0	0	0	0	0
0	0	0	0	0.001159337	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0.001077391	0	0
0.001296302	0.001906373	0.002923979	0	0	0	0	0	0	0	0	0.003091969
0	0.001077987	0	0	0	0	0	0	0	0	0	0
0	0.001077987	0	0	0	0	0	0	0	0	0	0
8.18E-04	6.01E-04	0.001229884	0	0	0	0	0	0	0	0	0
0	0.001077987	0	0	0	0	0	0	0	0	0	0
0	0	0	0	5.80E-04	0	0	0	0	0	0	0
0	0.001077987	0	0	0	0	0	0	0	0	0	0
0	0	0.002204544	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0.001553721	0	0.001260696
0	0	0	0	0	0	0	0	0	0	0	0.0017484
0	0	0	0	0.001739006	0	0	0	0	0	0	0
0	0	0.001589602	0	0	0	0	0	0	0	0	0.001260696
0	0	0	0	0	0	0	7.48E-04	0	0	0	0
0	0.001077987	0	0	0	0	0	0	0	0	0	0
0.001296302	0.001906373	0.00194932	0	0	0	0	0	0	0	0	0.003091969
0	0.001077987	0	0	0	0	0	0	0	0	0	0
0	0.002155974	0	0	0	0	0	0	0	0	0	0
8.18E-04	6.01E-04	0.001229884	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0.0017484
0	6.01E-04	0.001229884	0	0	0	0	0	0	0	0	9.75E-04
0	0	0	0	0	0	0	7.48E-04	0	0	0	0
2.39E-04	0.001055378	7.19E-04	0	9.46E-05	0	0	3.66E-04	0	3.52E-04	0.001825635	8.56E-04
0	0	0	0	0	0	0	5.39E-04	0	7.77E-04	0	0
0	7.77E-04	0	0	0	0	0	0	0	0	0	0.005042784
0.001057089	0	0.001589602	0	0	0	0	0	0	0	0	0
0	0.00155458	0	0	0	0	0	0	0	0	0	0.003782088
0.001549507	0.001139372	0.001553385	0	4.08E-04	0	0	0	0	0	0	6.16E-04
0	0	0	0	0	0	0	0.001495284	0	0	0	0
8.18E-04	6.01E-04	0	0	0	0	0	0	0	0	0	9.75E-04
8.18E-04	6.01E-04	0.001229884	0	0	0	0	0	0	0	0	0
0.001466026	0	0	0	0	0	0	0	0	0	0	0
0.001057089	0.00155458	0	0	0	0	0	0	0	0	0	0
0	0.002155974	0	0	0	0	0	0	0	0	0	0
8.18E-04	0.001804181	0	0	0	0	0	0	0	0	0	9.75E-04
0	0.001077987	0	0	0	0	0	0	0	0	0	0
0.001466026	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	2.56E-04	0	0	0.035368112	0	0.031914107	0.009893157	0
0	0	0	0	0	0	0	5.39E-04	0	7.77E-04	0	0
0	0	0	0	0	0	0	0	0	0	0	0.0017484
0	0	0.004409087	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0.001077391	0	0
0	0	0	0	0	0	0	0	0	7.77E-04	0.008067522	0
0.001226813	0.001503484	0.001229884	0	0	0	0	0	0.001709428	6.01E-04	0	9.75E-04
0	0.001077987	0	0	0	0	0	0	0	0	0	0
0.001466026	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	5.39E-04	0	7.77E-04	0	0
0	0	0.004409087	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	5.39E-04	0	0.002330582	0	0
0	0.001077987	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0.001077391	0	0
0	0	0	0	0	0	0	0	0	0.002154783	0	0
0	0	0	0	0	0	0	0.001078185	0	7.77E-04	0	0
0.001057089	0	0	0	0	0	0	0	0	0	0	0.001260696
0	0	0	0	0.001159337	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0.001495284	0	0	0	0
0	0	0	0	0	0	0	0.005930018	0	0.007768607	0	0
0	0	0	0	0	0	0	0	0	0.002154783	0	0
0	0	0	0	0	0	0	7.48E-04	0	0	0	0
0	0	0	0	0	0	0	0.00215637	0	0.002330582	0	0
0	0	0	0	0	0	0	0.003234555	0	0.001553721	0	0
0	0	0	0	5.80E-04	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0.003232174	0	0
0	0	0	0	0	0	0	0	0	0.001077391	0	0
0	0	0	0	0	0	0	0.002990568	0	0	0	0
0	0	0	0	0	0	0	0.005390926	0	0.006214886	0	0
0	0	0	0	0	0	0	0.040458598	0	0.051090225	0.043693211	0
