	jtimberlake	rbruch2010	vintagedrakgon	ProwrestlingNe5	
lot	0.0014162297085001897	0.025016272049283847	0.0	0.0	
lots	0.028324594170003794	0.0	0.0	0.0	
lou	0.0014162297085001897	0.0	0.0	0.0	
loud	0.016994756502002276	0.0	0.0	0.0	
louder	0.0028324594170003794	0.0	0.0	0.0	
loudest	0.0014162297085001897	0.0	0.0	0.0	
louis	0.004248689125500569	0.0	0.0	0.0	
lounge	0.005664918834000759	0.0	0.0	0.0	
love	0.09984419444926337	0.050032544098567694	0.0	0.0	
loved	0.014162297085001897	0.0	0.0	0.0	
lovehim	0.0014162297085001897	0.0	0.0	0.0	
loveit	0.0014162297085001897	0.0	0.0	0.0	
lovely	0.004248689125500569	0.0	0.0	0.0	
loveneverfeltsogood	0.0028324594170003794	0.0	0.0	0.0	
lover	0.0014162297085001897	0.0	0.0	0.0	
lovers	0.0014162297085001897	0.0	0.0	0.0	
loves	0.0028324594170003794	0.0	0.0	0.0	
lovewins	0.0014162297085001897	0.0	0.0	0.0	
loving	0.0028324594170003794	0.0	0.0	0.0	
low	0.0014162297085001897	0.0	0.0	0.0	
lower	0.0028324594170003794	0.0	0.0	0.0	
lowkey	0.0014162297085001897	0.0	0.0	0.0	
loyal	0.0014162297085001897	0.0	0.0	0.0	
loyals	0.0014162297085001897	0.0	0.0	0.0	
loyalty	0.0014162297085001897	0.0	0.0	0.0	
loyaltycounts	0.0014162297085001897	0.0	0.0	0.0	
lpalms	0.0028324594170003794	0.0	0.0	0.0	
lucca	0.0014162297085001897	0.0	0.0	0.0	
luccadoes	0.005664918834000759	0.0	0.0	0.0	
luck	0.012746067376501708	0.0	0.0	0.0	
luckiest	0.0028324594170003794	0.0	0.0	0.0	
lucky	0.004248689125500569	0.0	0.0	0.0	
lunch	0.0028324594170003794	0.0	0.0	0.0	
luv	0.0014162297085001897	0.0	0.0	0.0	
lying	0.0014162297085001897	0.0	0.0	0.0	
lylebeniga	0.0014162297085001897	0.0	0.0	0.0	
lynn	0.0014162297085001897	0.0	0.0	0.0	
lyrics	0.0028324594170003794	0.0	0.0	0.0	
ma	0.0014162297085001897	0.0	0.0	0.0	
maaaan	0.0014162297085001897	0.0	0.0	0.0	
maamworkin	0.0	0.0	0.09044975269713924	0.0	
mac	0.0014162297085001897	0.0	0.0	0.0	
macbo	0.0014162297085001897	0.0	0.0	0.0	
macklemore	0.0028324594170003794	0.0	0.0	0.0	
maclipslipslips	0.0	0.050032544098567694	0.0	0.0	
macsgotjokes	0.0028324594170003794	0.0	0.0	0.0	
mad	0.005664918834000759	0.0	0.0	0.0	
magic	0.0014162297085001897	0.0	0.0	0.0	
magickar	0.0014162297085001897	0.0	0.0	0.0	
mainstream	0.0014162297085001897	0.0	0.0	0.0	
major	0.0014162297085001897	0.0	0.0	0.0	
makebelieve	0.0	0.0	0.1808995053942785	0.0	
makeithappy	0.0	0.050032544098567694	0.0	0.0	
makeitplatinum	0.0014162297085001897	0.0	0.0	0.0	
makeitweird	0.0014162297085001897	0.0	0.0	0.0	
makesomeonehappy	0.0	0.050032544098567694	0.0	0.0	
makethepilgrimage	0.0070811485425009485	0.0	0.0	0.0	
makeup	0.0014162297085001897	0.0	0.0	0.0	
making	0.008497378251001138	0.025016272049283847	0.0	0.0	
male	0.011329837668001518	0.0	0.0	0.0	
mallick	0.0014162297085001897	0.0	0.0	0.0	
mamba	0.0014162297085001897	0.0	0.0	0.0	
man	0.08497378251001138	0.0	0.0	0.0	
manager	0.004248689125500569	0.0	0.0	0.0	
manchester	0.004248689125500569	0.0	0.0	0.0	
mangoendirjo	0.0014162297085001897	0.0	0.0	0.0	
maniac	0.0014162297085001897	0.0	0.0	0.0	
manning	7.081148542500948E-4	0.07504881614785154	0.0	0.0	
manninghamnyg	0.0014162297085001897	0.0	0.0	0.0	
manofthewoods	0.004248689125500569	0.0	0.0	0.0	
manoudi	0.0014162297085001897	0.0	0.0	0.0	
manyripprincebe	0.0014162297085001897	0.0	0.0	0.0	
marathon	0.0014162297085001897	0.0	0.0	0.0	
marcgasol	0.0028324594170003794	0.0	0.0	0.0	
march	0.011329837668001518	0.0	0.0	0.0	
marchmadness	0.0014162297085001897	0.0	0.0	0.0	
marcus	0.0028324594170003794	0.0	0.0	0.0	
marder	0.0014162297085001897	0.0	0.0	0.0	
marg	0.0014162297085001897	0.0	0.0	0.0	
margarita	0.0014162297085001897	0.0	0.0	0.0	
margaritas	0.0014162297085001897	0.0	0.0	0.0	
margs	0.0014162297085001897	0.0	0.0	0.0	
marie	0.0014162297085001897	0.0	0.0	0.0	
mariiv	0.0014162297085001897	0.0	0.0	0.0	
marine	0.0014162297085001897	0.0	0.0	0.0	
marisasabatino	0.0014162297085001897	0.0	0.0	0.0	
mark	0.004248689125500569	0.0	0.0	0.0	
market	0.0014162297085001897	0.0	0.0	0.0	
marketing	0.0	0.10006508819713539	0.0	0.0	
markromanek	0.0014162297085001897	0.0	0.0	0.0	
marley	0.0014162297085001897	0.0	0.0	0.0	
marriage	0.0014162297085001897	0.0	0.0	0.0	
marthaperksy	0.0014162297085001897	0.0	0.0	0.0	
martin	0.0014162297085001897	0.0	0.0	0.0	
martykudelka	0.0028324594170003794	0.0	0.0	0.0	
marvel	0.0028324594170003794	0.0	0.0	0.0	
marvelous	0.0014162297085001897	0.0	0.0	0.0	
mashable	0.0	0.20013017639427078	0.0	0.0	
mashellsd	0.0014162297085001897	0.0	0.0	0.0	
mashupnicole	0.0014162297085001897	0.0	0.0	0.0	
maskedvaluableplayer	0.0028324594170003794	0.0	0.0	0.0	
massages	0.0014162297085001897	0.0	0.0	0.0	
massive	0.0014162297085001897	0.0	0.0	0.0	
master	0.0014162297085001897	0.0	0.0	0.0	
mastercard	0.008497378251001138	0.0	0.0	0.0	
masterclass	0.004248689125500569	0.0	0.0	0.0	
mastermusicians	0.0014162297085001897	0.0	0.0	0.0	
masters	0.004248689125500569	0.0	0.0	0.0	
match	7.081148542500948E-4	0.0	0.0	0.05574312921761571	
mate	0.0014162297085001897	0.0	0.0	0.0	
matt	0.0014162297085001897	0.0	0.0	0.0	
mattaylward	0.0014162297085001897	0.0	0.0	0.0	
matter	0.0035405742712504742	0.0	0.04522487634856962	0.0	
matters	0.0014162297085001897	0.0	0.0	0.0	
matthewlmcclure	0.0014162297085001897	0.0	0.0	0.0	
mattmorris	0.0070811485425009485	0.0	0.0	0.0	
mattrpianoman	0.0014162297085001897	0.0	0.0	0.0	
maurice	0.0014162297085001897	0.0	0.0	0.0	
maxima	0.0014162297085001897	0.0	0.0	0.0	
maxwells	0.0014162297085001897	0.0	0.0	0.0	
maybemaybenot	0.0014162297085001897	0.0	0.0	0.0	
mayo	0.0014162297085001897	0.0	0.0	0.0	
mbkrowdies	0.0014162297085001897	0.0	0.0	0.0	
mboles	0.0014162297085001897	0.0	0.0	0.0	
mc	0.0014162297085001897	0.0	0.0	0.0	
mcdonalds	0.0	0.050032544098567694	0.0	0.0	
mcfoetusgrey	0.0014162297085001897	0.0	0.0	0.0	
mconley	0.0070811485425009485	0.0	0.0	0.0	
meaning	0.0014162297085001897	0.0	0.0	0.0	
meant	0.0028324594170003794	0.0	0.0	0.0	
medal	0.0014162297085001897	0.0	0.0	0.0	
media	0.0014162297085001897	0.0	0.0	0.0	
medinah	0.0014162297085001897	0.0	0.0	0.0	
meet	0.0070811485425009485	0.0	0.0	0.0	
meetbranch	0.0014162297085001897	0.0	0.0	0.0	
meetin	0.0014162297085001897	0.0	0.0	0.0	
meeting	0.004248689125500569	0.0	0.0	0.0	
meetthetnkids	0.03398951300400455	0.0	0.0	0.0	
megkeating	0.0014162297085001897	0.0	0.0	0.0	
megncrocker	0.0014162297085001897	0.0	0.0	0.0	
mei	0.0014162297085001897	0.0	0.0	0.0	
melbourne	0.004248689125500569	0.0	0.0	0.0	
melissa	0.0014162297085001897	0.0	0.0	0.0	
mellen	0.0014162297085001897	0.0	0.0	0.0	
melody	0.0014162297085001897	0.0	0.0	0.0	
meltslovebuddy	0.0014162297085001897	0.0	0.0	0.0	
melwillson	0.0014162297085001897	0.0	0.0	0.0	
member	0.0070811485425009485	0.0	0.0	0.0	
members	0.0	0.0	0.0	0.11148625843523143	
memgrizz	0.016994756502002276	0.0	0.0	0.0	
memorable	0.0014162297085001897	0.0	0.0	0.0	
memorial	0.005664918834000759	0.0	0.0	0.0	
memorialday	0.005664918834000759	0.0	0.0	0.0	
memories	0.0021243445627502845	0.025016272049283847	0.0	0.0	
memory	0.0014162297085001897	0.025016272049283847	0.0	0.0	
memphis	0.031157053587004175	0.0	0.0	0.0	
memphisgo	0.0014162297085001897	0.0	0.0	0.0	
memphismusichof	0.0028324594170003794	0.0	0.0	0.0	
memphisredbirds	0.0014162297085001897	0.0	0.0	0.0	
memphissuns	0.0014162297085001897	0.0	0.0	0.0	
memphistravel	0.0014162297085001897	0.0	0.0	0.0	
men	0.015578526793502087	0.0	0.0	0.0	
mendelson	0.0	0.050032544098567694	0.0	0.0	
mens	0.0014162297085001897	0.0	0.0	0.0	
mensncaa	0.0014162297085001897	0.0	0.0	0.0	
mentees	0.0014162297085001897	0.0	0.0	0.0	
mention	0.0014162297085001897	0.0	0.0	0.0	
meow	0.004248689125500569	0.0	0.0	0.0	
merch	0.0014162297085001897	0.0	0.0	0.0	
merci	0.0014162297085001897	0.0	0.0	0.0	
merica	0.0014162297085001897	0.0	0.0	0.0	
merry	0.004248689125500569	0.0	0.0	0.0	
merrygrizzmas	0.0014162297085001897	0.0	0.0	0.0	
message	0.0070811485425009485	0.0	0.0	0.0	
messed	0.0014162297085001897	0.0	0.0	0.0	
messing	0.0014162297085001897	0.0	0.0	0.0	
messy	0.0014162297085001897	0.0	0.0	0.0	
met	0.004248689125500569	0.0	0.0	0.0	
metal	0.0014162297085001897	0.0	0.0	0.0	
metalhead	0.0014162297085001897	0.0	0.0	0.0	
mf	0.0014162297085001897	0.0	0.0	0.0	
mgmgrand	0.008497378251001138	0.0	0.0	0.0	
mhsellers	0.0014162297085001897	0.0	0.0	0.0	
mhw	0.0	0.0	0.09044975269713924	0.0	
miami	0.005664918834000759	0.0	0.0	0.0	
miamifreehand	0.0014162297085001897	0.0	0.0	0.0	
miamiparty	0.0014162297085001897	0.0	0.0	0.0	
mic	0.0014162297085001897	0.0	0.0	0.0	
miccolis	0.0014162297085001897	0.0	0.0	0.0	
michael	0.005664918834000759	0.0	0.0	0.0	
michaeljackson	0.008497378251001138	0.0	0.0	0.0	
michaeljacksons	0.0014162297085001897	0.0	0.0	0.0	
michaelphelps	0.0014162297085001897	0.0	0.0	0.0	
michaeltrippe	0.0014162297085001897	0.0	0.0	0.0	
michaelw	0.0014162297085001897	0.0	0.0	0.0	
michelle	0.0014162297085001897	0.0	0.0	0.0	
michumoreraa	0.0014162297085001897	0.0	0.0	0.0	
microphone	0.0014162297085001897	0.0	0.0	0.0	
midmorning	0.0014162297085001897	0.0	0.0	0.0	
midnight	0.005664918834000759	0.0	0.0	0.0	
midnightmaraudersatcq	0.0014162297085001897	0.0	0.0	0.0	
midnightsummerjam	0.0014162297085001897	0.0	0.0	0.0	
midwest	0.0014162297085001897	0.0	0.0	0.0	
mightybracewell	0.0014162297085001897	0.0	0.0	0.0	
miiiyaaaaaaagiiiiiii	0.0014162297085001897	0.0	0.0	0.0	
mikaylaragovin	0.0028324594170003794	0.0	0.0	0.0	
mike	0.004248689125500569	0.0	0.0	0.0	
mikeconley	0.0014162297085001897	0.0	0.0	0.0	
mikemiller	0.0014162297085001897	0.0	0.0	0.0	
mikepinkshoes	0.0014162297085001897	0.0	0.0	0.0	
mikes	0.0	0.0	0.09044975269713924	0.0	
mikescottguitar	0.0014162297085001897	0.0	0.0	0.0	
mikeshardlemons	0.0	0.0	0.09044975269713924	0.0	
mikeybuzz	0.0014162297085001897	0.0	0.0	0.0	
mikeyg	0.0014162297085001897	0.0	0.0	0.0	
miles	0.0014162297085001897	0.0	0.0	0.0	
milk	0.0014162297085001897	0.0	0.0	0.0	
mill	0.0014162297085001897	0.0	0.0	0.0	
miller	0.0014162297085001897	0.0	0.0	0.0	
millerlite	0.0014162297085001897	0.0	0.0	0.0	
milli	0.0014162297085001897	0.0	0.0	0.0	
milwaukee	0.0028324594170003794	0.0	0.0	0.0	
min	0.0014162297085001897	0.0	0.0	0.0	
mind	0.005664918834000759	0.0	0.0	0.0	
mine	0.005664918834000759	0.0	0.0	0.0	
minecraft	0.0	0.050032544098567694	0.0	0.0	
mini	0.0014162297085001897	0.0	0.0	0.0	
mining	0.0014162297085001897	0.0	0.0	0.0	
minnesota	0.0014162297085001897	0.0	0.0	0.0	
minority	0.0014162297085001897	0.0	0.0	0.0	
minus	0.0014162297085001897	0.0	0.0	0.0	
minute	0.004248689125500569	0.0	0.0	0.0	
minutes	0.0021243445627502845	0.025016272049283847	0.0	0.0	
miracle	0.0028324594170003794	0.0	0.0	0.0	
mirandalambert	0.0014162297085001897	0.0	0.0	0.0	
mirimichi	0.005664918834000759	0.0	0.0	0.0	
mirror	0.0014162297085001897	0.0	0.0	0.0	
mirrored	0.0014162297085001897	0.0	0.0	0.0	
mirrors	0.016994756502002276	0.0	0.0	0.0	
mirrorsvictory	0.0014162297085001897	0.0	0.0	0.0	
misquotes	0.0014162297085001897	0.0	0.0	0.0	
missed	0.005664918834000759	0.025016272049283847	0.0	0.0	
misses	0.0014162297085001897	0.0	0.0	0.0	
missesmassive	0.0014162297085001897	0.0	0.0	0.0	
missing	0.0014162297085001897	0.0	0.0	0.0	
missjackieee	0.0014162297085001897	0.0	0.0	0.0	
misstikleigh	0.0014162297085001897	0.0	0.0	0.0	
missyelliott	0.0014162297085001897	0.0	0.0	0.0	
missylynn	0.0014162297085001897	0.0	0.0	0.0	
misszenya	0.0014162297085001897	0.0	0.0	0.0	
mistake	0.0014162297085001897	0.0	0.0	0.0	
mister	0.0014162297085001897	0.0	0.0	0.0	
mistermeg	0.0014162297085001897	0.0	0.0	0.0	
mistyzachary	0.0014162297085001897	0.0	0.0	0.0	
misunderstood	0.0014162297085001897	0.0	0.0	0.0	
mitzvah	0.0014162297085001897	0.0	0.0	0.0	
mix	0.0014162297085001897	0.0	0.0	0.0	
mixed	0.0014162297085001897	0.0	0.0	0.0	
mizzbren	0.0028324594170003794	0.0	0.0	0.0	
mj	0.004248689125500569	0.0	0.0	0.0	
mjandjt	0.009913607959501329	0.0	0.0	0.0	
mjandjts	0.0028324594170003794	0.0	0.0	0.0	
mjjfan	0.0014162297085001897	0.0	0.0	0.0	
mjwoods	0.0014162297085001897	0.0	0.0	0.0	
mjxscape	0.0070811485425009485	0.0	0.0	0.0	
mlauer	0.0014162297085001897	0.0	0.0	0.0	
mlb	0.0014162297085001897	0.0	0.0	0.0	
mlk	0.004248689125500569	0.0	0.0	0.0	
mlkday	0.0028324594170003794	0.0	0.0	0.0	
mn	0.0014162297085001897	0.0	0.0	0.0	
mnths	0.0	0.0	0.09044975269713924	0.0	
mobb	0.0014162297085001897	0.0	0.0	0.0	
mochaalmondfudg	0.0014162297085001897	0.0	0.0	0.0	
mode	0.0	0.0	0.09044975269713924	0.0	
mofo	0.0014162297085001897	0.0	0.0	0.0	
mofos	0.0014162297085001897	0.0	0.0	0.0	
mom	0.014162297085001897	0.0	0.0	0.0	
momanddadlife	0.0014162297085001897	0.0	0.0	0.0	
moment	0.009913607959501329	0.0	0.0	0.0	
moments	0.004248689125500569	0.0	0.0	0.0	
momentumshift	0.0014162297085001897	0.0	0.0	0.0	
momma	0.0014162297085001897	0.0	0.0	0.0	
mommas	0.0028324594170003794	0.0	0.0	0.0	
mommy	0.0014162297085001897	0.0	0.0	0.0	
moms	7.081148542500948E-4	0.0	0.04522487634856962	0.0	
momsthisguy	0.0014162297085001897	0.0	0.0	0.0	
monday	0.008497378251001138	0.0	0.0	0.0	
mondaymotivation	0.0014162297085001897	0.0	0.0	0.0	
mondays	0.0014162297085001897	0.0	0.0	0.0	
money	0.0028324594170003794	0.0	0.0	0.0	
monfriday	0.0014162297085001897	0.0	0.0	0.0	
monikafelicesmith	0.0014162297085001897	0.0	0.0	0.0	
monsterhunterworld	0.0	0.0	0.09044975269713924	0.0	
monstrous	0.0014162297085001897	0.0	0.0	0.0	
montana	0.0028324594170003794	0.0	0.0	0.0	
month	0.0028324594170003794	0.0	0.0	0.0	
monther	0.0014162297085001897	0.0	0.0	0.0	
months	0.005664918834000759	0.0	0.0	0.0	
montreal	0.0028324594170003794	0.0	0.0	0.0	
mood	0.0014162297085001897	0.0	0.0	0.0	
moonwalk	0.0014162297085001897	0.0	0.0	0.0	
morejt	0.016994756502002276	0.0	0.0	0.0	
moretocome	0.0014162297085001897	0.0	0.0	0.0	
morgancloutier	0.0014162297085001897	0.0	0.0	0.0	
morgane	0.0028324594170003794	0.0	0.0	0.0	
morning	0.005664918834000759	0.0	0.04522487634856962	0.0	
morningmashup	0.0014162297085001897	0.0	0.0	0.0	
morocco	0.0014162297085001897	0.0	0.0	0.0	
morris	0.0014162297085001897	0.0	0.0	0.0	
mos	0.0014162297085001897	0.0	0.0	0.0	
mosley	0.0014162297085001897	0.0	0.0	0.0	
mother	0.0028324594170003794	0.025016272049283847	0.0	0.0	
motherdaughter	0.0	0.050032544098567694	0.0	0.0	
motherlover	0.0014162297085001897	0.0	0.0	0.0	
mothers	0.0070811485425009485	0.0	0.0	0.0	
mothersday	0.0014162297085001897	0.0	0.0	0.0	
motor	0.0014162297085001897	0.0	0.0	0.0	
motto	0.004248689125500569	0.0	0.0	0.0	
motw	0.008497378251001138	0.0	0.0	0.0	
motwexclusive	0.0014162297085001897	0.0	0.0	0.0	
motwmotwtour	0.0014162297085001897	0.0	0.0	0.0	
motwtour	0.0028324594170003794	0.0	0.0	0.0	
moty	0.0014162297085001897	0.0	0.0	0.0	
mourns	0.0	0.050032544098567694	0.0	0.0	
mouth	0.0014162297085001897	0.0	0.0	0.0	
move	0.0028324594170003794	0.0	0.0	0.0	
moved	0.0028324594170003794	0.0	0.0	0.0	
moves	0.004248689125500569	0.0	0.0	0.0	
movie	0.014162297085001897	0.0	0.0	0.0	
movies	0.0028324594170003794	0.0	0.0	0.0	
moving	7.081148542500948E-4	0.0	0.04522487634856962	0.0	
movingone	0.0014162297085001897	0.0	0.0	0.0	
mp	0.0014162297085001897	0.0	0.0	0.0	
mplsst	0.0014162297085001897	0.0	0.0	0.0	
mrgcornelius	0.0014162297085001897	0.0	0.0	0.0	
mrjoness	0.0014162297085001897	0.0	0.0	0.0	
mrscereal	0.0014162297085001897	0.0	0.0	0.0	
mrskb	0.0014162297085001897	0.0	0.0	0.0	
mrweisend	0.0014162297085001897	0.0	0.0	0.0	
ms	0.004248689125500569	0.0	0.0	0.0	
mtown	0.011329837668001518	0.0	0.0	0.0	
mtownstandup	0.0028324594170003794	0.0	0.0	0.0	
mtv	0.009913607959501329	0.0	0.0	0.0	
multitasker	0.0014162297085001897	0.0	0.0	0.0	
mum	0.0	0.0	0.09044975269713924	0.0	
mumbling	0.0014162297085001897	0.0	0.0	0.0	
murder	0.0014162297085001897	0.0	0.0	0.0	
murray	0.0014162297085001897	0.0	0.0	0.0	
music	0.0693952557165093	0.0	0.0	0.0	
musiccity	0.0014162297085001897	0.0	0.0	0.0	
musician	0.005664918834000759	0.0	0.0	0.0	
musiciansoncall	0.005664918834000759	0.0	0.0	0.0	
musicrockzcg	0.0014162297085001897	0.0	0.0	0.0	
mustread	0.0014162297085001897	0.0	0.0	0.0	
mustsee	0.0014162297085001897	0.0	0.0	0.0	
mustwatch	0.0	0.050032544098567694	0.0	0.0	
mutha	0.0014162297085001897	0.0	0.0	0.0	
mvp	0.004248689125500569	0.0	0.0	0.0	
mxmilled	0.0014162297085001897	0.0	0.0	0.0	
mybrewtube	0.012746067376501708	0.0	0.0	0.0	
myclosetbycartd	0.0014162297085001897	0.0	0.0	0.0	
myhomemint	0.005664918834000759	0.0	0.0	0.0	
mypalicoisbetterthanyours	0.0	0.0	0.09044975269713924	0.0	
myspace	0.012746067376501708	0.0	0.0	0.0	
myspaceapp	0.0014162297085001897	0.0	0.0	0.0	
mystery	0.0014162297085001897	0.0	0.0	0.0	
mz	0.0028324594170003794	0.0	0.0	0.0	
nabt	0.009913607959501329	0.0	0.0	0.0	
nadal	0.0014162297085001897	0.0	0.0	0.0	
nadyavak	0.0014162297085001897	0.0	0.0	0.0	
nae	0.0028324594170003794	0.0	0.0	0.0	
nah	0.004248689125500569	0.0	0.0	0.0	
nailed	0.0014162297085001897	0.0	0.0	0.0	
nailedit	0.0014162297085001897	0.0	0.0	0.0	
naked	0.0028324594170003794	0.0	0.0	0.0	
named	0.0028324594170003794	0.0	0.0	0.0	
namejt	0.0014162297085001897	0.0	0.0	0.0	
nandos	0.0014162297085001897	0.0	0.0	0.0	
nannyconnie	0.0014162297085001897	0.0	0.0	0.0	
nashs	0.0014162297085001897	0.0	0.0	0.0	
nashvegas	0.0014162297085001897	0.0	0.0	0.0	
nashville	0.012746067376501708	0.0	0.0	0.0	
nataliaaaaaaaar	0.0014162297085001897	0.0	0.0	0.0	
natalie	0.0014162297085001897	0.0	0.0	0.0	
nateyetton	0.0014162297085001897	0.0	0.0	0.0	
natgeochannel	0.0014162297085001897	0.0	0.0	0.0	
natgilmore	0.0028324594170003794	0.0	0.0	0.0	
nathdavidson	0.0014162297085001897	0.0	0.0	0.0	
nation	0.005664918834000759	0.0	0.0	0.0	
national	0.005664918834000759	0.0	0.0	0.0	
nationaleatwhatyouwantday	0.0014162297085001897	0.0	0.0	0.0	
nationalhuggingday	0.0014162297085001897	0.0	0.0	0.0	
nationaltequiladay	0.0014162297085001897	0.0	0.0	0.0	
nationaltequiladayotherwise	0.0014162297085001897	0.0	0.0	0.0	
nattiefink	0.0014162297085001897	0.0	0.0	0.0	
naturaland	0.0014162297085001897	0.0	0.0	0.0	
nature	0.0028324594170003794	0.0	0.0	0.0	
nausea	0.0014162297085001897	0.0	0.0	0.0	
navy	7.081148542500948E-4	0.0	0.04522487634856962	0.0	
nba	0.0028324594170003794	0.0	0.0	0.0	
nbacommunityassist	0.0014162297085001897	0.0	0.0	0.0	
nbafinals	0.0014162297085001897	0.0	0.0	0.0	
nbaontnt	0.004248689125500569	0.0	0.0	0.0	
nbatv	0.0014162297085001897	0.0	0.0	0.0	
nbc	0.018410986210502467	0.0	0.0	0.0	
nbcolympics	0.0014162297085001897	0.0	0.0	0.0	
nbcsnl	0.009913607959501329	0.0	0.0	0.0	
nbcsports	0.0028324594170003794	0.0	0.0	0.0	
nbd	0.0028324594170003794	0.0	0.0	0.0	
nbdlet	0.0014162297085001897	0.0	0.0	0.0	
ncaa	0.0014162297085001897	0.0	0.0	0.0	
ndvsfsu	0.0014162297085001897	0.0	0.0	0.0	
nearby	0.0014162297085001897	0.0	0.0	0.0	
nectarofthegods	0.0014162297085001897	0.0	0.0	0.0	
needed	0.0028324594170003794	0.0	0.0	0.0	
neilbarrett	0.004248689125500569	0.0	0.0	0.0	
nerdarmy	0.0028324594170003794	0.0	0.0	0.0	
nervous	0.0014162297085001897	0.0	0.0	0.0	
nest	0.0014162297085001897	0.0	0.0	0.0	
netflix	0.016994756502002276	0.0	0.0	0.0	
neurotic	0.0028324594170003794	0.0	0.0	0.0	
nev	0.0014162297085001897	0.0	0.0	0.0	
neverforget	0.0014162297085001897	0.0	0.0	0.0	
newest	0.0028324594170003794	0.0	0.0	0.0	
newgirlonfox	0.0014162297085001897	0.0	0.0	0.0	
newmyspace	0.005664918834000759	0.0	0.0	0.0	
news	0.004956803979750664	0.0	0.0	0.39020190452331	
newsingle	0.005664918834000759	0.0	0.0	0.0	
newspr	0.0014162297085001897	0.0	0.0	0.0	
newsroom	0.0014162297085001897	0.0	0.0	0.0	
newsthank	0.0014162297085001897	0.0	0.0	0.0	
newsworthy	0.0014162297085001897	0.0	0.0	0.0	
newyear	0.0014162297085001897	0.0	0.0	0.0	
newyork	0.0014162297085001897	0.0	0.0	0.0	
nfl	0.004956803979750664	0.12508136024641925	0.0	0.0	
nicdub	0.0014162297085001897	0.0	0.0	0.0	
nice	0.03540574271250474	0.0	0.0	0.0	
nicfitz	0.0014162297085001897	0.0	0.0	0.0	
nicholeburnett	0.0014162297085001897	0.0	0.0	0.0	
nick	0.0014162297085001897	0.0	0.0	0.0	
nickbreezy	0.0014162297085001897	0.0	0.0	0.0	
nickelodeon	0.0014162297085001897	0.0	0.0	0.0	
nickname	0.0028324594170003794	0.0	0.0	0.0	
nickrathod	0.0014162297085001897	0.0	0.0	0.0	
nicobtw	0.0014162297085001897	0.0	0.0	0.0	
nicole	0.0014162297085001897	0.0	0.0	0.0	
nicoleacade	0.0014162297085001897	0.0	0.0	0.0	
nicolehurst	0.0014162297085001897	0.0	0.0	0.0	
nigga	0.0028324594170003794	0.0	0.0	0.0	
night	0.12604444405651688	0.0	0.0	0.0	
nightmare	0.0014162297085001897	0.0	0.0	0.0	
nightoslo	0.0014162297085001897	0.0	0.0	0.0	
nights	0.015578526793502087	0.0	0.0	0.0	
nightwe	0.0014162297085001897	0.0	0.0	0.0	
nike	0.0014162297085001897	0.0	0.0	0.0	
nikes	0.004248689125500569	0.0	0.0	0.0	
nikkitabeghi	0.0014162297085001897	0.0	0.0	0.0	
nikolapaschal	0.0014162297085001897	0.0	0.0	0.0	
nina	0.0014162297085001897	0.0	0.0	0.0	
ninjaturtle	0.0014162297085001897	0.0	0.0	0.0	
nite	0.0014162297085001897	0.0	0.0	0.0	
nj	0.0028324594170003794	0.0	0.0	0.0	
nlcs	0.0014162297085001897	0.0	0.0	0.0	
nme	0.0014162297085001897	0.0	0.0	0.0	
nog	0.0028324594170003794	0.0	0.0	0.0	
nola	0.0028324594170003794	0.0	0.0	0.0	
nolimesneeded	0.0070811485425009485	0.0	0.0	0.0	
nom	0.0014162297085001897	0.0	0.0	0.0	
nominated	0.0028324594170003794	0.0	0.0	0.0	
nomination	0.0070811485425009485	0.0	0.0	0.0	
nominations	0.019827215919002657	0.0	0.0	0.0	
nominee	0.0014162297085001897	0.0	0.0	0.0	
nominees	0.0014162297085001897	0.0	0.0	0.0	
nomineeswinners	0.0014162297085001897	0.0	0.0	0.0	
noms	0.0028324594170003794	0.0	0.0	0.0	
noneofyourdamnbusiness	0.0014162297085001897	0.0	0.0	0.0	
nonethewiser	0.0014162297085001897	0.0	0.0	0.0	
noomsi	0.0028324594170003794	0.0	0.0	0.0	
noomsie	0.0014162297085001897	0.0	0.0	0.0	
noon	0.0028324594170003794	0.0	0.0	0.0	
nooneeverreallydies	0.0014162297085001897	0.0	0.0	0.0	
noooo	0.0014162297085001897	0.0	0.0	0.0	
nope	0.0028324594170003794	0.0	0.0	0.0	
nora	0.0014162297085001897	0.0	0.0	0.0	
norfolk	0.0014162297085001897	0.0	0.0	0.0	
normal	0.0028324594170003794	0.0	0.0	0.0	
norris	0.0014162297085001897	0.0	0.0	0.0	
northa	0.0014162297085001897	0.0	0.0	0.0	
norway	0.0014162297085001897	0.0	0.0	0.0	
nose	0.0014162297085001897	0.0	0.0	0.0	
notabadlovestory	0.008497378251001138	0.0	0.0	0.0	
notabadthing	0.0028324594170003794	0.0	0.0	0.0	
notachanceinhell	0.0014162297085001897	0.0	0.0	0.0	
note	0.0014162297085001897	0.0	0.0	0.0	
notfair	0.0014162297085001897	0.0	0.0	0.0	
nothinglikethesouth	0.0014162297085001897	0.0	0.0	0.0	
noticed	0.0014162297085001897	0.0	0.0	0.0	
notweirdatall	0.0014162297085001897	0.0	0.0	0.0	
nov	0.0028324594170003794	0.0	0.0	0.0	
november	0.004248689125500569	0.0	0.0	0.0	
nowget	0.0014162297085001897	0.0	0.0	0.0	
nownbavote	0.0014162297085001897	0.0	0.0	0.0	
