	Nounnno	styleofthesix	AHKru	shawnaoh_	RyersonU	Simon_Pella	RowanMMolloy	MacSweeneyG	SallySan_x	ATMXO_	
doors	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
double	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
doubleupeh	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
download	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
downloads	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
dr	0.0	0.0	0.0	0.0	0.03476819314335691	0.0	0.0	0.0	0.0	0.0	
drbenbarry	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
dream	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
driving	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
drop	0.0	0.0	0.0	0.0	0.03476819314335691	0.0	0.0	0.0	0.0	0.0	
dropbox	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
drywall	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07458281817882327	0.0	0.0	
dublins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07458281817882327	0.0	0.0	
duh	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
dundas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12928063499035317	0.0	
dye	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
dyed	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
eagerness	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
earth	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
easy	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
eat	0.0	0.0	0.0	0.0	0.0	0.12931164153503685	0.0	0.0	0.0	0.0	
education	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
educators	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
edward	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
eggy	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
el	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05148449420384003	
electric	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
em	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05148449420384003	
email	0.0	0.0	0.0	0.0	0.0	0.12931164153503685	0.0	0.0	0.0	0.0	
embrace	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
employee	0.0	0.0	0.0	0.0	0.012150962056083858	0.0	0.0	0.0521311527458446	0.0	0.0	
employees	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
employers	0.0	0.0	0.0	0.0	0.03476819314335691	0.0	0.0	0.0	0.0	0.0	
enactuscanada	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
enactusryerson	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
energy	0.0	0.0	0.0	0.0	0.012150962056083858	0.0	0.0	0.0	0.0	0.03598611713689579	
engineering	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
enjo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
enthusiastic	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
entrepreneurship	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
equal	0.0	0.0	0.0	0.0	0.0	0.12931164153503685	0.0	0.0	0.0	0.0	
equations	0.0	0.0	0.0	0.22399152897267474	0.0	0.0	0.0	0.0	0.0	0.0	
eraser	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
essentially	0.0	0.0	0.0	0.0	0.0	0.12931164153503685	0.0	0.0	0.0	0.0	
ethicsblogger	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07458281817882327	0.0	0.0	
evening	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
event	0.0	0.0	0.0	0.0	0.012150962056083858	0.0	0.0	0.0521311527458446	0.0	0.0	
events	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
ew	0.0	0.0	0.4080225301970896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
exact	0.0	0.0	0.0	0.0	0.0	0.12931164153503685	0.0	0.0	0.0	0.0	
exams	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
excel	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
excellence	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
excellent	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07458281817882327	0.0	0.0	
exceptional	0.0	0.0	0.0	0.0	0.03476819314335691	0.0	0.0	0.0	0.0	0.0	
excess	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
excited	0.0	0.0	0.0	0.0	0.012150962056083858	0.0	0.0	0.0	0.0	0.017993058568447896	
exciting	0.0	0.0	0.0	0.0	0.012150962056083858	0.0	0.0	0.0	0.09036328599977039	0.0	
exhibition	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
exist	0.0	0.0	0.0	0.0	0.0	0.0	0.049511330773372164	0.0	0.0	0.017993058568447896	
expect	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
explore	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
exploring	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
extra	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
extremely	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
face	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
faces	0.0	0.0	0.0	0.0	0.024301924112167715	0.0	0.0	0.0	0.09036328599977039	0.0	
facility	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
factsduuh	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
faculty	0.0	0.0	0.0	0.0	0.05215228971503537	0.0	0.0	0.0	0.0	0.0	
fairy	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
fall	0.0	0.0	0.0	0.0	0.05215228971503537	0.0	0.0	0.0	0.0	0.0	
fam	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
family	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
fans	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
fantastic	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
farihah	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
farrahkhan	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
fashion	0.0	0.19583464128976338	0.0	0.0	0.012150962056083858	0.0	0.0	0.0	0.0	0.0	
fashionweek	0.0	0.2801760305519763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
fast	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
faults	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
favorite	0.0	0.2801760305519763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
fear	0.0	0.0	0.0	0.22399152897267474	0.0	0.0	0.0	0.0	0.0	0.0	
featuring	0.0	0.0	0.0	0.0	0.0	0.12931164153503685	0.0	0.0	0.0	0.0	
february	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
feedback	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
feeed	0.0	0.0	0.0	0.0	0.0	0.12931164153503685	0.0	0.0	0.0	0.0	
feel	0.0	0.0	0.0	0.0	0.012150962056083858	0.0	0.0	0.0	0.0	0.10795835141068738	
feeling	0.0	0.0	0.0	0.0	0.024301924112167715	0.0	0.0	0.0	0.0	0.03598611713689579	
felt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
fifteen	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
file	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05148449420384003	
files	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1801957297134401	
final	0.0	0.0	0.0	0.0	0.05215228971503537	0.0	0.0	0.0	0.0	0.0	
finals	0.2635210245084031	0.0	0.0	0.0	0.012150962056083858	0.0	0.0	0.0	0.0	0.0	
find	0.0	0.0	0.0	0.0	0.024301924112167715	0.0	0.0	0.0	0.0	0.017993058568447896	
finished	0.0	0.0	0.0	0.0	0.0	0.0	0.07083470029648137	0.0	0.0	0.0	
finishes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
firsttweetforeverything	0.3770133523236564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
fitness	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
float	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07458281817882327	0.0	0.0	
floating	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
folders	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
follow	0.0	0.0	0.0	0.0	0.03476819314335691	0.0	0.0	0.0	0.0	0.0	
fond	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
food	0.0	0.0	0.2040112650985448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
foolforsivan	0.0	0.0	0.0	0.0	0.0	0.0	0.07083470029648137	0.0	0.0	0.0	
forbiddenroom	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
force	0.0	0.0	0.2040112650985448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
forget	0.0	0.0	0.0	0.0	0.036452886168251576	0.0	0.0	0.0	0.0	0.017993058568447896	
forward	0.0	0.0	0.0	0.0	0.00908977460323145	0.0	0.0	0.03899777038881467	0.0	0.013460073865348343	
free	0.0	0.0	0.0	0.0	0.012150962056083858	0.0	0.0	0.0	0.0	0.017993058568447896	
friday	0.0	0.0	0.0	0.0	0.012150962056083858	0.0	0.0	0.0	0.09036328599977039	0.0	
friendinabox	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
friendly	0.0	0.0	0.0	0.0	0.024301924112167715	0.0903849586444424	0.0	0.0	0.0	0.0	
fuck	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05148449420384003	
fucked	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
fucking	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12871123550960006	
full	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
funny	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
future	0.0	0.0	0.0	0.0	0.0	0.0	0.049511330773372164	0.0	0.0	0.017993058568447896	
gain	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
gallery	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
game	0.0	0.0	0.10667315431778143	0.0	0.0181795492064629	0.0	0.0	0.03899777038881467	0.0	0.0	
games	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
gaming	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
gavmac	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37291409089411637	0.0	0.0	
gdxryerson	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
gear	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
general	0.0	0.0	0.0	0.0	0.012150962056083858	0.0	0.0	0.0521311527458446	0.0	0.0	
getcha	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
gift	0.0	0.0	0.0	0.0	0.03476819314335691	0.0	0.0	0.0	0.0	0.0	
girl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07722674130576004	
girls	0.0	0.0	0.0	0.22399152897267474	0.0	0.0	0.0	0.0	0.0	0.0	
girly	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07722674130576004	
goal	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
god	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
going	0.0	0.0	0.0	0.0	0.00908977460323145	0.06761430887598086	0.0	0.0	0.0	0.013460073865348343	
gold	0.0	0.0	0.0	0.0	0.06953638628671382	0.0	0.0	0.0	0.0	0.0	
gonna	0.0	0.0	0.0	0.0	0.0	0.0	0.09902266154674433	0.0	0.0	0.017993058568447896	
good	0.0	0.0	0.061413510248018256	0.0	0.005233134515594595	0.07785336578118886	0.0	0.022451665432978666	0.0	0.015498377066944227	
google	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
gotta	0.0	0.0	0.0	0.0	0.0	0.0	0.07083470029648137	0.0	0.0	0.0	
gov	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07458281817882327	0.0	0.0	
government	0.0	0.0	0.0	0.0	0.0	0.0	0.07083470029648137	0.0	0.0	0.0	
governor	0.0	0.0	0.0	0.0	0.012150962056083858	0.0	0.0	0.0521311527458446	0.0	0.0	
gporter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14916563635764654	0.0	0.0	
graduate	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
graduating	0.0	0.0	0.0	0.22399152897267474	0.0	0.0	0.0	0.0	0.0	0.0	
great	0.0	0.0	0.0	0.0	0.036452886168251576	0.0	0.0	0.0521311527458446	0.0	0.0	
green	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07458281817882327	0.0	0.0	
greysonchance	0.0	0.0	0.0	0.0	0.0	0.0	0.07083470029648137	0.0	0.0	0.0	
grow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05148449420384003	
gtas	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
guess	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
guest	0.0	0.0	0.0	0.0	0.03476819314335691	0.0	0.0	0.0	0.0	0.0	
guides	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
guy	0.0	0.0	0.0	0.0	0.012150962056083858	0.0	0.0	0.0	0.09036328599977039	0.0	
guys	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0521311527458446	0.0	0.017993058568447896	
gyal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
haaa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
haaaa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
haaaaa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05148449420384003	
hack	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
haha	0.3770133523236564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hair	0.0	0.0	0.0	0.0	0.03476819314335691	0.0	0.0	0.0	0.0	0.0	
hall	0.0	0.0	0.0	0.0	0.024301924112167715	0.0	0.0	0.0	0.09036328599977039	0.0	
hallucinogen	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
hang	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
hankgreen	0.0	0.0	0.0	0.0	0.0	0.0	0.07083470029648137	0.0	0.0	0.0	
hansinidesilva	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
happen	0.0	0.0	0.0	0.0	0.0181795492064629	0.0	0.03703795921333293	0.0	0.0	0.013460073865348343	
happened	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
happening	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0521311527458446	0.18072657199954079	0.0	
happy	0.0	0.0	0.0	0.0	0.027671310161957053	0.0	0.028187961250262978	0.0	0.10289187401837532	0.010243870034975785	
hard	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07458281817882327	0.0	0.0	
hardio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
hate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10296898840768005	
hatecopy	0.0	0.0	0.0	0.0	0.0	0.12931164153503685	0.0	0.0	0.0	0.0	
hating	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
hbo	0.0	0.0	0.2040112650985448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
head	0.0	0.0	0.0	0.0	0.03476819314335691	0.0	0.0	0.0	0.0	0.0	
health	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
hear	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
hearing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07458281817882327	0.0	0.0	
heart	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05148449420384003	
help	0.0	0.0	0.0	0.0	0.036452886168251576	0.0	0.0	0.0	0.0	0.017993058568447896	
helping	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
hey	0.0	0.0	0.0	0.0	0.00908977460323145	0.0	0.03703795921333293	0.03899777038881467	0.0	0.0	
hidden	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05148449420384003	
high	0.0	0.0	0.0	0.15656335997726192	0.0	0.0	0.0	0.0	0.0	0.017993058568447896	
highway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
hipster	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07458281817882327	0.0	0.0	
historic	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
history	0.0	0.0	0.0	0.0	0.024301924112167715	0.0903849586444424	0.0	0.0	0.0	0.0	
hit	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05148449420384003	
hits	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
holiday	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
holy	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
honest	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07458281817882327	0.0	0.0	
honestly	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
honesty	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
honorary	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
honour	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
honoured	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
hope	0.19713226861692731	0.0	0.0	0.0	0.00908977460323145	0.0	0.0	0.0	0.0	0.026920147730696686	
hopefully	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
hoping	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
hortons	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12928063499035317	0.0	
host	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
hosted	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07458281817882327	0.0	0.0	
hour	0.0	0.0	0.0	0.0	0.03476819314335691	0.0	0.0	0.0	0.0	0.0	
hours	0.0	0.0	0.0	0.0	0.00908977460323145	0.06761430887598086	0.0	0.0	0.0	0.026920147730696686	
house	0.0	0.0	0.0	0.0	0.13907277257342765	0.0	0.0	0.0	0.0	0.0	
humberwest	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
hungry	0.0	0.0	0.2040112650985448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hurting	0.0	0.0	0.0	0.0	0.0	0.0	0.07083470029648137	0.0	0.0	0.0	
hype	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
identities	0.0	0.0	0.0	0.22399152897267474	0.0	0.0	0.0	0.0	0.0	0.0	
ieso	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
ikeacanada	0.0	0.0	0.0	0.0	0.03476819314335691	0.0	0.0	0.0	0.0	0.0	
ikik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
ikr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
image	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
imageartsalumni	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
imaginative	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
immigrant	0.0	0.0	0.0	0.0	0.03476819314335691	0.0	0.0	0.0	0.0	0.0	
impact	0.0	0.0	0.0	0.0	0.03476819314335691	0.0	0.0	0.0	0.0	0.0	
impossible	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05148449420384003	
including	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
inclusion	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
income	0.0	0.0	0.0	0.0	0.0	0.12931164153503685	0.0	0.0	0.0	0.0	
indians	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
indigenous	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
influenced	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
info	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
initiative	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
innovation	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
inside	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
instigating	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
inte	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
interactive	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
interested	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
interim	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
internationalwomensday	0.0	0.0	0.0	0.0	0.0	0.12931164153503685	0.0	0.0	0.0	0.0	
internship	0.0	0.0	0.0	0.0	0.0	0.0	0.07083470029648137	0.0	0.0	0.0	
introducing	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
introspe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
issued	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
issues	0.0	0.0	0.0	0.0	0.012150962056083858	0.0	0.0	0.0	0.0	0.017993058568447896	
it	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
iwd	0.0	0.0	0.0	0.0	0.05215228971503537	0.0	0.0	0.0	0.0	0.0	
jackdotorg	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
jam	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
james	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
jamies	0.0	0.2801760305519763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
jamming	0.0	0.0	0.0	0.0	0.0	0.0	0.07083470029648137	0.0	0.0	0.0	
jeeez	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
jeez	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
jennifer	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
jesus	0.0	0.0	0.0	0.0	0.0	0.0903849586444424	0.0	0.0	0.0	0.017993058568447896	
joanneoh	0.0	0.0	0.0	0.22399152897267474	0.0	0.0	0.0	0.0	0.0	0.0	
job	0.0	0.0	0.0	0.0	0.0	0.12931164153503685	0.0	0.0	0.0	0.0	
johngreen	0.0	0.0	0.0	0.0	0.0	0.0	0.07083470029648137	0.0	0.0	0.0	
johntory	0.0	0.0	0.0	0.0	0.036452886168251576	0.0	0.0	0.0521311527458446	0.0	0.0	
join	0.0	0.0	0.0	0.0	0.060754810280419284	0.0	0.0	0.0	0.0	0.017993058568447896	
jonkay	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07458281817882327	0.0	0.0	
journalists	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
journodale	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14916563635764654	0.0	0.0	
jt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07458281817882327	0.0	0.0	
juanita	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
july	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07458281817882327	0.0	0.0	
june	0.0	0.0	0.0	0.0	0.03476819314335691	0.0	0.0	0.0	0.0	0.0	
justin	0.0	0.0	0.0	0.22399152897267474	0.0	0.0	0.0	0.0	0.0	0.0	
