	Nounnno	styleofthesix	AHKru	shawnaoh_	RyersonU	Simon_Pella	RowanMMolloy	MacSweeneyG	SallySan_x	ATMXO_	
k	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
keoshaloveee	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
kid	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
kids	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07458281817882327	0.0	0.0	
kill	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
knew	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
knowcuz	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
la	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
lachemi	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
ladies	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
lancers	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
laptop	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
laughing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
launch	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
launchzoneru	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
law	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07458281817882327	0.0	0.0	
learn	0.0	0.0	0.0	0.0	0.03476819314335691	0.0	0.0	0.0	0.0	0.0	
learned	0.0	0.0	0.0	0.0	0.012150962056083858	0.0903849586444424	0.0	0.0	0.0	0.0	
learning	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
lecture	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
lectured	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07458281817882327	0.0	0.0	
legal	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
legit	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05148449420384003	
lense	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
leslievillestreetstyle	0.0	0.2801760305519763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
lesson	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
letting	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
level	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12928063499035317	0.0	
liberalparty	0.0	0.0	0.0	0.0	0.0	0.0	0.07083470029648137	0.0	0.0	0.0	
life	0.0	0.0	0.0	0.0	0.0	0.0	0.049511330773372164	0.0	0.0	0.10795835141068738	
lifelinesyriaru	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
lifethreatening	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
lights	0.0	0.0	0.0	0.0	0.03476819314335691	0.0	0.0	0.0	0.0	0.0	
lightttttttt	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
like	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
likes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
link	0.0	0.0	0.0	0.0	0.0	0.0	0.049511330773372164	0.0	0.0	0.017993058568447896	
linx	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
list	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
lit	0.0	0.0	0.0	0.0	0.024301924112167715	0.0	0.0	0.0	0.0	0.017993058568447896	
literally	0.0	0.0	0.0	0.0	0.0	0.1807699172888848	0.0	0.0	0.0	0.03598611713689579	
live	0.0	0.0	0.0	0.0	0.012150962056083858	0.0	0.0	0.0	0.0	0.017993058568447896	
living	0.0	0.0	0.0	0.0	0.036452886168251576	0.0	0.0	0.0	0.0	0.017993058568447896	
lmao	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07722674130576004	
lmaooo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05148449420384003	
lmfao	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05148449420384003	
lobby	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
lol	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09036328599977039	0.05397917570534369	
long	0.0	0.0	0.0	0.0	0.012150962056083858	0.0	0.0	0.0	0.18072657199954079	0.0	
longer	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
looked	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05148449420384003	
lost	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07722674130576004	
lounge	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
love	0.0	0.0	0.0	0.0	0.0363590984129258	0.0	0.03703795921333293	0.0	0.0	0.04038022159604503	
lovely	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
loving	0.0	0.0	0.2040112650985448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
ltribe	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
luck	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
lucky	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
lunch	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
mad	0.0	0.0	0.2040112650985448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
maddin	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
main	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
makeawish	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
making	0.0	0.0	0.0	0.0	0.00908977460323145	0.0	0.0	0.0	0.06759809621280116	0.013460073865348343	
mamamellet	0.0	0.0	0.0	0.0	0.0	0.0	0.07083470029648137	0.0	0.0	0.0	
man	0.0	0.0	0.0	0.0	0.0	0.0	0.049511330773372164	0.0	0.0	0.10795835141068738	
mandissa	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
map	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
mar	0.0	0.0	0.0	0.0	0.03476819314335691	0.0	0.0	0.0	0.0	0.0	
march	0.0	0.0	0.0	0.0	0.07290577233650315	0.0	0.0	0.0	0.0	0.017993058568447896	
maria	0.0	0.0	0.0	0.0	0.03476819314335691	0.0	0.0	0.0	0.0	0.0	
markets	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07458281817882327	0.0	0.0	
markpersaud	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05148449420384003	
marsha	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
mattamyac	0.0	0.0	0.0	0.0	0.08692048285839227	0.0	0.0	0.0	0.0	0.0	
matters	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
mattgallowaycbc	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
mayor	0.0	0.0	0.0	0.0	0.05215228971503537	0.0	0.0	0.0	0.0	0.0	
medal	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
media	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
medical	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
meet	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
meghantrainor	0.0	0.0	0.0	0.0	0.0	0.12931164153503685	0.0	0.0	0.0	0.0	
meh	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
memory	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05148449420384003	
men	0.0	0.0	0.0	0.0	0.012150962056083858	0.0903849586444424	0.0	0.0	0.0	0.0	
mens	0.0	0.0	0.0	0.0	0.06953638628671382	0.0	0.0	0.0	0.0	0.0	
mensfashion	0.0	0.2801760305519763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
mental	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
met	0.0	0.0	0.0	0.0	0.0	0.12931164153503685	0.0	0.0	0.0	0.0	
michelle	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
michellesarah	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
microsoft	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
mid	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
mightve	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
mindykaling	0.0	0.0	0.2040112650985448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
mine	0.0	0.0	0.0	0.0	0.0	0.0	0.07083470029648137	0.0	0.0	0.0	
mines	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
minute	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
minutes	0.0	0.0	0.0	0.0	0.024301924112167715	0.0	0.0	0.0	0.0	0.03598611713689579	
moalhakim	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07458281817882327	0.0	0.0	
modern	0.0	0.0	0.0	0.0	0.0	0.12931164153503685	0.0	0.0	0.0	0.0	
mohamed	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
monday	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
money	0.0	0.0	0.0	0.0	0.05215228971503537	0.0	0.0	0.0	0.0	0.0	
monster	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
month	0.0	0.0	0.0	0.0	0.0	0.12931164153503685	0.0	0.0	0.0	0.0	
months	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14916563635764654	0.0	0.0	
moon	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12928063499035317	0.0	
moot	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07458281817882327	0.0	0.0	
morning	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
mother	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
motion	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
move	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
moved	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
moves	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
movie	0.0	0.0	0.0	0.0	0.0	0.12931164153503685	0.0	0.0	0.0	0.0	
moving	0.0	0.0	0.0	0.0	0.012150962056083858	0.0903849586444424	0.0	0.0	0.0	0.0	
ms	0.0	0.0	0.0	0.0	0.060754810280419284	0.0903849586444424	0.0	0.0	0.0	0.0	
mt	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
munchkins	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
mushtabaholwayy	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
music	0.0	0.0	0.0	0.0	0.012150962056083858	0.0	0.049511330773372164	0.0	0.0	0.0	
nacci	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07458281817882327	0.0	0.0	
named	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
names	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
nasmaraj	0.0	0.0	0.0	0.0	0.0	0.12931164153503685	0.0	0.0	0.0	0.0	
national	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
nationals	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
neag	0.0	0.0	0.0	0.0	0.0	0.12931164153503685	0.0	0.0	0.0	0.0	
nehaaas	0.0	0.0	0.0	0.0	0.0	0.12931164153503685	0.0	0.0	0.0	0.0	
net	0.0	0.0	0.0	0.0	0.0	0.12931164153503685	0.0	0.0	0.0	0.0	
newcomer	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
nice	0.0	0.0	0.0	0.0	0.0	0.0903849586444424	0.0	0.0	0.0	0.017993058568447896	
nickiminaj	0.0	0.0	0.0	0.0	0.0	0.12931164153503685	0.0	0.0	0.0	0.0	
nickireigns	0.0	0.0	0.0	0.0	0.0	0.12931164153503685	0.0	0.0	0.0	0.0	
nicolelandryy	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
nigga	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
night	0.0	0.0	0.0	0.0	0.07290577233650315	0.0	0.0	0.0521311527458446	0.0	0.0	
nights	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
nonessential	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
nope	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12928063499035317	0.0	
norm	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
nose	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
number	0.0	0.0	0.0	0.0	0.00908977460323145	0.0	0.0	0.0	0.06759809621280116	0.013460073865348343	
nurture	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
nutella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12928063499035317	0.0	
nxne	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
nyaga	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
oakham	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
obsess	0.3770133523236564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
obsessed	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
obvi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
obvineed	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
offer	0.0	0.0	0.0	0.0	0.0	0.0	0.07083470029648137	0.0	0.0	0.0	
offers	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
office	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07458281817882327	0.0	0.0	
oh	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
ohhhh	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
ohhhhhhhh	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
older	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
oldlike	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
omfg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05148449420384003	
omg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07722674130576004	
online	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
ontario	0.0	0.0	0.0	0.0	0.03476819314335691	0.0	0.0	0.0	0.0	0.0	
open	0.0	0.0	0.0	0.0	0.0727181968258516	0.0	0.0	0.0	0.06759809621280116	0.013460073865348343	
openhouse	0.0	0.0	0.0	0.0	0.17384096571678453	0.0	0.0	0.0	0.0	0.0	
openmediaorg	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
opportunity	0.0	0.0	0.0	0.0	0.03476819314335691	0.0	0.0	0.0	0.0	0.0	
oratory	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
ottawa	0.0	0.0	0.0	0.0	0.012150962056083858	0.0	0.0	0.1042623054916892	0.0	0.0	
ottawacitizen	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14916563635764654	0.0	0.0	
oua	0.0	0.0	0.0	0.0	0.06953638628671382	0.0	0.0	0.0	0.0	0.0	
ouasport	0.0	0.0	0.0	0.0	0.03476819314335691	0.0	0.0	0.0	0.0	0.0	
overuse	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
pack	0.0	0.0	0.0	0.0	0.0	0.0	0.049511330773372164	0.0	0.0	0.017993058568447896	
paddynotpatty	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07458281817882327	0.0	0.0	
pain	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07722674130576004	
pamela	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
pants	0.0	0.0	0.0	0.0	0.0	0.0	0.07083470029648137	0.0	0.0	0.0	
paoconnell	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07458281817882327	0.0	0.0	
park	0.0	0.0	0.0	0.0	0.03476819314335691	0.0	0.0	0.0	0.0	0.0	
parties	0.0	0.0	0.0	0.22399152897267474	0.0	0.0	0.0	0.0	0.0	0.0	
partnerships	0.0	0.0	0.0	0.0	0.03476819314335691	0.0	0.0	0.0	0.0	0.0	
parts	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
party	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
pascale	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
patricks	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
patty	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07458281817882327	0.0	0.0	
paws	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
pawwty	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
pay	0.0	0.0	0.0	0.0	0.0	0.0903849586444424	0.0	0.0	0.0	0.017993058568447896	
pce	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
pdmcleod	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07458281817882327	0.0	0.0	
pecking	0.0	0.0	0.0	0.0	0.0	0.12931164153503685	0.0	0.0	0.0	0.0	
peel	0.0	0.0	0.0	0.0	0.03476819314335691	0.0	0.0	0.0	0.0	0.0	
peelregion	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
perfect	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
person	0.0	0.0	0.0	0.4479830579453495	0.0	0.0	0.0	0.0	0.0	0.0	
personal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
perspectives	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
phd	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
phenomenal	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
phone	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07722674130576004	
photo	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
photography	0.0	0.0	0.0	0.0	0.03476819314335691	0.0	0.0	0.0	0.0	0.0	
photojournalism	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
photos	0.0	0.0	0.0	0.0	0.012150962056083858	0.0	0.0	0.0	0.0	0.017993058568447896	
pi	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
pic	0.0	0.0	0.0	0.0	0.012150962056083858	0.0	0.0	0.0	0.0	0.017993058568447896	
picking	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
picture	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
pictures	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
piday	0.0	0.0	0.0	0.0	0.03476819314335691	0.0	0.0	0.0	0.0	0.0	
pieces	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
pigeons	0.0	0.0	0.0	0.0	0.0	0.12931164153503685	0.0	0.0	0.0	0.0	
pitbulls	0.0	0.0	0.0	0.0	0.0	0.12931164153503685	0.0	0.0	0.0	0.0	
place	0.0	0.0	0.0	0.0	0.012150962056083858	0.0	0.0	0.0	0.0	0.017993058568447896	
plain	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12928063499035317	0.0	
plan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
plans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
play	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
playoff	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
pleasure	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
pll	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
pls	0.0	0.0	0.0	0.0	0.0	0.0	0.24755665386686082	0.0	0.0	0.07197223427379158	
plug	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
pm	0.0	0.0	0.0	0.0	0.03476819314335691	0.0	0.0	0.0	0.0	0.0	
pod	0.0	0.0	0.0	0.0	0.05215228971503537	0.0	0.0	0.0	0.0	0.0	
point	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
police	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
politics	0.0	0.0	0.0	0.0	0.0	0.0	0.07083470029648137	0.0	0.0	0.0	
poonawala	0.0	0.0	0.0	0.0	0.03476819314335691	0.0	0.0	0.0	0.0	0.0	
pops	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
post	0.0	0.19583464128976338	0.0	0.0	0.0	0.0	0.0	0.0521311527458446	0.0	0.0	
potential	0.0	0.0	0.0	0.0	0.05215228971503537	0.0	0.0	0.0	0.0	0.0	
ppl	0.0	0.0	0.0	0.0	0.012150962056083858	0.0	0.0	0.0	0.0	0.017993058568447896	
ppp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07458281817882327	0.0	0.0	
president	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
pretty	0.0	0.0	0.0	0.0	0.00908977460323145	0.0	0.0	0.0	0.06759809621280116	0.013460073865348343	
priscilla	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
privacy	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
probs	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05148449420384003	
procrastinating	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
procrastination	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
professor	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
professors	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
program	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
project	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
prompting	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
pronounce	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07458281817882327	0.0	0.0	
prospects	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
protectthemac	0.0	0.0	0.0	0.0	0.03476819314335691	0.0	0.0	0.0	0.0	0.0	
prove	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
psht	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
publicprivate	0.0	0.0	0.0	0.0	0.03476819314335691	0.0	0.0	0.0	0.0	0.0	
puke	0.0	0.0	0.0	0.0	0.0	0.12931164153503685	0.0	0.0	0.0	0.0	
pulling	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
push	0.0	0.0	0.0	0.0	0.03476819314335691	0.0	0.0	0.0	0.0	0.0	
putting	0.0	0.0	0.0	0.0	0.0	0.0	0.049511330773372164	0.0	0.0	0.017993058568447896	
questions	0.0	0.0	0.0	0.0	0.03476819314335691	0.0	0.0	0.0	0.0	0.0	
quick	0.0	0.0	0.0	0.0	0.012150962056083858	0.0	0.0	0.0	0.0	0.03598611713689579	
quiet	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
rabbit	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12928063499035317	0.0	
rain	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
raise	0.0	0.0	0.0	0.0	0.05215228971503537	0.0	0.0	0.0	0.0	0.0	
raised	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
rams	0.0	0.0	0.0	0.0	0.06953638628671382	0.0	0.0	0.0	0.0	0.0	
ramstalk	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
range	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
rapists	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025742247101920013	
raptors	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07458281817882327	0.0	0.0	
ratnaomi	0.0	0.0	0.0	0.0	0.017384096571678456	0.0	0.0	0.0	0.0	0.0	
