	TorontoStar	only1nabil	AcadieSon	AndreasKalo	RyersonU	sageryerson	TetraRyerson	mathryerson	CatsRuleNews	TheCatTweeting	sweetiepiecat	ElDiabloZoe	
fwe	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
fwmlhzrtt	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
fwq	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
fxa	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
fxc	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
fxj	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
fyi	0.0	0.0026464541727359617	0.0	0.0023497995561810696	0.003713134305363044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
fyimusicnews	0.0	0.0	0.0	0.028197594674172835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
fyl	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
fym	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
ga	0.0010038570401371013	0.0026464541727359617	0.0	0.0	0.003713134305363044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gabor	0.0	0.0	0.007361480551895291	0.0	0.001856567152681522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gabrielle	0.0	0.0052929083454719235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gabrielpxulista	0.0	0.0	0.0	0.004699599112362139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gadgetloaded	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gadgets	0.0	0.0052929083454719235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gaga	0.0020077140802742025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0045369390578912	0.0	
gain	0.0010038570401371013	0.0	0.0	0.0023497995561810696	0.007426268610726088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gained	0.0	0.0	0.0036807402759476454	0.0023497995561810696	0.0	0.0	0.0	0.0	0.0	0.0	0.0045369390578912	0.0	
gains	0.0015057855602056518	0.0026464541727359617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0045369390578912	0.0	
gala	0.0	0.0	0.0	0.009399198224724278	0.001856567152681522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
galapagos	0.0	0.0052929083454719235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
galaxies	0.0	0.0	0.0	0.004699599112362139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
galaxy	0.0010038570401371013	0.0052929083454719235	0.0	0.0	0.001856567152681522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
galaxygear	0.0	0.0052929083454719235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
galea	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gallagher	0.0	0.0	0.0	0.004699599112362139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gallaghers	0.0	0.0	0.0	0.009399198224724278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
galley	0.0	0.0	0.007361480551895291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
galli	0.0	0.0052929083454719235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gallows	0.0	0.0052929083454719235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
galtsgirl	0.0	0.0	0.0	0.009399198224724278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
galvanized	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gama	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gamble	0.0	0.0	0.007361480551895291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gambled	0.0	0.0	0.0	0.004699599112362139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gambler	0.0010038570401371013	0.0026464541727359617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
game	0.0	0.0	0.0	0.0	0.013924253645111417	0.0	0.0	0.005388586022806831	0.0	0.005868860272391637	0.0181477562315648	0.0	
gamebarkley	0.0	0.0052929083454719235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gameofthrones	0.0	0.01587872503641577	0.0	0.0023497995561810696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gameplan	0.0	0.0052929083454719235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gamer	0.0	0.0052929083454719235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gamergate	0.0	0.0052929083454719235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
games	0.0014582341045018751	0.021967554436167894	0.0	0.006826784521227495	0.007426268610726088	0.0	0.0	0.005388586022806831	0.0	0.0	0.0	0.0	
gamewell	0.0	0.0052929083454719235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gamewonder	0.0	0.0052929083454719235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gaming	0.0	0.021171633381887694	0.0	0.0	0.001856567152681522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gammageto	0.0	0.0	0.0	0.009399198224724278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gandhi	0.0	0.01587872503641577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gandolfini	0.0	0.0052929083454719235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gang	0.0010038570401371013	0.0	0.0	0.004699599112362139	0.0	0.0	0.0	0.0	0.0	0.0	0.0181477562315648	0.0	
gangnam	0.0	0.010585816690943847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gangs	0.0	0.0052929083454719235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gangster	0.0	0.0052929083454719235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gap	4.1663831557196433E-4	0.003295133165425184	0.0	9.75254931603928E-4	0.007426268610726088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gaps	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
garage	0.0	0.0	0.0	0.014098797337086418	0.003713134305363044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
garbage	0.0030115711204113035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013610817173673599	0.0	
garde	0.0	0.0	0.007361480551895291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
garden	5.019285200685506E-4	0.0	0.0	0.004699599112362139	0.003713134305363044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gardens	5.019285200685506E-4	0.0052929083454719235	0.0	0.0	0.007426268610726088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gardiner	0.0030115711204113035	0.0	0.0	0.0023497995561810696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
garland	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
garli	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
garlic	0.0020077140802742025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
garneau	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
garner	0.0	0.0	0.0036807402759476454	0.0023497995561810696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
garnering	0.0	0.0052929083454719235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
garret	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gary	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
garyhensel	0.0	0.0	0.007361480551895291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0045369390578912	0.0	
gasol	0.0	0.01587872503641577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gasping	0.0	0.0	0.007361480551895291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gasthaus	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gasthe	0.0	0.0052929083454719235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gatekeepers	0.0	0.0	0.022084441655685873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gates	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gatesbacked	0.0	0.0	0.007361480551895291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gateway	0.0	0.0	0.007361480551895291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gather	0.0020077140802742025	0.0	0.0036807402759476454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gauge	5.019285200685506E-4	0.0026464541727359617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gauhati	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gav	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gavatista	0.0	0.0	0.0	0.014098797337086418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gavin	0.0010038570401371013	0.0	0.0	0.0023497995561810696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gawd	0.0	0.0	0.0	0.014098797337086418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gawker	6.249574733579465E-4	0.0010983777218083947	0.0	9.75254931603928E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gay	4.1663831557196433E-4	0.003295133165425184	0.0	9.75254931603928E-4	0.003713134305363044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gays	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gaza	0.0	0.0052929083454719235	0.022084441655685873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gazareports	0.0	0.0	0.007361480551895291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gaze	0.0020077140802742025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gazed	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gazelle	0.0020077140802742025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gb	0.0	0.0	0.014722961103790582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0181477562315648	0.0	
gbs	0.0	0.0	0.007361480551895291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gbut	0.0	0.0	0.0	0.004699599112362139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gc	0.004015428160548405	0.0	0.0	0.0	0.001856567152681522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gcf	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gcobbhunter	0.0	0.0	0.007361480551895291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gcx	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gd	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gdju	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gdp	0.0	0.0026464541727359617	0.0036807402759476454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gdqxmf	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gear	0.0015057855602056518	0.0052929083454719235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gearhead	0.0	0.0	0.0	0.004699599112362139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gearing	0.0010038570401371013	0.0	0.0	0.0	0.001856567152681522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gears	0.0015057855602056518	0.0	0.0	0.0023497995561810696	0.0	0.0	0.0	0.010777172045613662	0.0	0.0	0.0	0.0	
geek	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gehry	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
geist	0.0	0.0	0.0	0.004699599112362139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gelipki	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gem	5.019285200685506E-4	0.0026464541727359617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gemas	0.0	0.0	0.0	0.004699599112362139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gemma	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gen	0.0	0.0	0.007361480551895291	0.004699599112362139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
genasis	0.0	0.0052929083454719235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gender	4.1663831557196433E-4	0.0021967554436167895	0.003055290479248464	0.0	0.0046414178817038056	0.0	0.0	0.005388586022806831	0.0	0.0	0.0	0.0	
genderparity	0.0	0.0	0.0	0.018798396449448557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gene	0.0030115711204113035	0.0	0.0	0.0	0.0	0.0	0.0	0.010777172045613662	0.0	0.0	0.0045369390578912	0.0	
genealogy	0.0	0.0	0.007361480551895291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
genemodified	0.0	0.0	0.007361480551895291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
general	0.0016665532622878573	0.0010983777218083947	0.0045829357188726955	0.0	0.009282835763407611	0.0	0.0	0.005388586022806831	0.0	0.0	0.0	0.0	
generalised	0.0	0.0	0.007361480551895291	0.0	0.0	0.0	0.0	0.010777172045613662	0.0	0.0	0.0	0.0	
generally	0.0	0.0	0.0036807402759476454	0.0023497995561810696	0.0	0.0	0.0	0.0	0.0	0.029344301361958185	0.0	0.0	
generate	0.0	0.0	0.014722961103790582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
generated	0.0	0.0	0.007361480551895291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
generation	0.0	0.0	0.0	0.0	0.014852537221452177	0.0	0.0	0.0	0.0	0.0	0.0090738781157824	0.0	
generational	0.0	0.0026464541727359617	0.0	0.0023497995561810696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
generations	0.0	0.0	0.007361480551895291	0.0	0.007426268610726088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
generic	0.0	0.0052929083454719235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
generosity	0.0020077140802742025	0.0	0.0	0.0	0.003713134305363044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
genetic	0.0	0.0	0.007361480551895291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
genetically	0.0	0.0	0.029445922207581163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
genetics	0.0	0.0052929083454719235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
genitalia	0.0	0.0	0.007361480551895291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
genius	4.1663831557196433E-4	0.0021967554436167895	0.0	9.75254931603928E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0045369390578912	0.0	
genocidal	0.0	0.0	0.007361480551895291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
genocide	0.0	0.0	0.13618739021006288	0.0023497995561810696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
genocides	0.0	0.0	0.029445922207581163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
genre	0.0	0.0	0.0	0.009399198224724278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
genres	0.0	0.0	0.0	0.004699599112362139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gent	0.0	0.0	0.0	0.004699599112362139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gentle	5.019285200685506E-4	0.0026464541727359617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0090738781157824	0.0	
gentleman	5.019285200685506E-4	0.0	0.0036807402759476454	0.0	0.0	0.0	0.0	0.0	0.019908467541978087	0.0	0.0045369390578912	0.0	
gentlemans	0.0	0.0	0.0	0.004699599112362139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gently	0.0	0.0	0.0	0.004699599112362139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gentrification	0.0	0.0	0.0	0.004699599112362139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gents	0.0	0.0052929083454719235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
geoblocking	0.0	0.0	0.0	0.009399198224724278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
geoengineering	0.0	0.0	0.007361480551895291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
geoff	0.0	0.0	0.0	0.004699599112362139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
geoffrey	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
geoffvendeville	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
geography	0.0	0.0052929083454719235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
geopolitics	0.0	0.0052929083454719235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
george	4.1663831557196433E-4	0.009885399496275553	0.003055290479248464	0.0	0.007426268610726088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
georgeaylett	0.0	0.0	0.007361480551895291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
georgelike	0.0	0.0052929083454719235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
georges	0.0	0.0052929083454719235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
georgia	0.0	0.0	0.0036807402759476454	0.0023497995561810696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
georgiastraight	0.0	0.0	0.0	0.009399198224724278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
georginabencsik	0.0	0.0	0.0	0.004699599112362139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
geotagging	0.0	0.0	0.0	0.004699599112362139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
geraldo	0.0	0.0	0.007361480551895291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
german	2.0831915778598217E-4	0.0010983777218083947	0.0	9.75254931603928E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
germanborn	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
germans	0.0	0.0052929083454719235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
germanwings	0.0020077140802742025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
germany	0.0	0.0	0.0	0.0	0.001856567152681522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
germanys	0.0	0.0	0.007361480551895291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gerry	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gertrude	0.0	0.0052929083454719235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gestapo	0.0	0.0	0.014722961103790582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gesture	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gestures	0.0	0.0	0.007361480551895291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
getbackintoshape	0.0	0.0052929083454719235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
getinvolvedto	0.0	0.0	0.0	0.004699599112362139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
getty	0.0020077140802742025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
getvisuals	0.0	0.0	0.0	0.004699599112362139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
getwell	0.0	0.0052929083454719235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gf	2.0831915778598217E-4	0.0010983777218083947	0.0	9.75254931603928E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gfesc	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gfhenderson	0.0	0.0	0.0	0.004699599112362139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gfqvugi	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gg	0.0030115711204113035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
ggn	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
ghana	0.0	0.0052929083454719235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
ghanaian	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
ghg	0.0	0.0	0.007361480551895291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
ghomeshi	4.1663831557196433E-4	0.0010983777218083947	0.0	0.014628823974058918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
ghost	0.0	0.0	0.007361480551895291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
ghosta	0.0	0.0	0.007361480551895291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
ghostbusters	0.0030115711204113035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
ghosting	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
ghvkb	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gi	0.0	0.0	0.007361480551895291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
giant	4.1663831557196433E-4	0.005491888609041973	0.003055290479248464	0.0	0.012995970068770655	0.0	0.0	0.0	0.0	0.0	0.013610817173673599	0.0	
giants	0.0	0.0026464541727359617	0.0	0.009399198224724278	0.0	0.0	0.0	0.0	0.0	0.0	0.0045369390578912	0.0	
giantsredskins	0.0	0.0052929083454719235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gibbs	0.0	0.0	0.0	0.004699599112362139	0.001856567152681522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gicpm	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gideon	0.0	0.0	0.007361480551895291	0.0	0.0	0.0	0.0	0.0	0.03981693508395617	0.0	0.0	0.0	
gif	0.0	0.021171633381887694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
giffords	0.0	0.0052929083454719235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gift	0.0	0.0	0.014722961103790582	0.0	0.022278805832178266	0.0	0.0	0.0	0.0	0.011737720544783274	0.0045369390578912	0.0	
gifted	0.0030115711204113035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gig	0.0	0.010585816690943847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0045369390578912	0.0	
gigaom	0.0	0.0052929083454719235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gikw	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
giladatzmon	0.0	0.0	0.007361480551895291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gilbert	0.0	0.0	0.0036807402759476454	0.0023497995561810696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gilesmilton	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gilix	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gill	0.0	0.0	0.007361480551895291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gilzvulony	0.0	0.0	0.0	0.004699599112362139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gimme	0.0	0.0	0.007361480551895291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0045369390578912	0.0	
gimvc	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gingerbread	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
gionta	0.0	0.0052929083454719235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
giovinco	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
giraffe	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
giraffes	0.0010038570401371013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
